time U-V UV_err
-2.7878190932 0.0202780210544 0.0837907814005
-1.8272790932 0.0566060677361 0.0806861946958
26.0941809068 2.4158932782 0.151349223704
28.1284109068 2.36824115434 0.191017386733
31.0783309068 2.27603929155 0.158853919834
44.0398009068 2.08527552297 0.184254041985
44.0947609068 2.07432833064 0.179254045536
