time U-V UV_err U-B UB_err r-J rJ_err r-H rH_err r-K rK_err V-J VJ_err V-H VH_err V-K VK_err U-r Ur_err u-V uV_err
14.592216182245465 "" "" "" "" "" "" "" "" "" "" 1.193834224287025 0.06566267847277449 "" "" "" "" "" "" "" ""
14.592216182245465 "" "" "" "" "" "" "" "" "" "" "" "" 1.191297787713851 0.1606626784727745 "" "" "" "" "" ""
14.65422754935571 "" "" "" "" "" "" "" "" 1.2787188039708273 0.13258505792673303 "" "" "" "" "" "" "" "" "" ""
14.65422754935571 "" "" "" "" "" "" 1.1145715843967663 0.04258505792673305 "" "" "" "" "" "" "" "" "" "" "" ""
14.65422754935571 "" "" "" "" 1.0468212886075254 0.07258505792673305 "" "" "" "" "" "" "" "" "" "" "" "" "" ""
14.697936828408274 "" "" "" "" "" "" "" "" "" "" "" "" 1.199417112002946 0.055814546100751955 "" "" "" "" "" ""
14.697936828408274 "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.8390090737904743 0.19881454610075194 "" "" "" ""
14.697936828408274 "" "" "" "" "" "" "" "" "" "" 1.1952118239869796 0.19881454610075194 "" "" "" "" "" "" "" ""
14.779556828405475 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 3.0879068239202008 0.3508146882666488
14.831402581490693 "" "" "" "" 1.1194889619421942 0.06074339610148368 "" "" "" "" "" "" "" "" "" "" "" "" "" ""
14.831402581490693 "" "" "" "" "" "" 1.0638228441685476 0.08574339610148368 "" "" "" "" "" "" "" "" "" "" "" ""
14.831402581490693 "" "" "" "" "" "" "" "" 1.3433693114486742 0.08574339610148368 "" "" "" "" "" "" "" "" "" ""
14.859132460434921 "" "" "" "" "" "" "" "" "" "" 0.9729273432939402 0.19482793030357753 "" "" "" "" "" "" "" ""
14.859132460434921 "" "" "" "" "" "" "" "" "" "" "" "" 0.7393965549612956 0.07382793030357754 "" "" "" "" "" ""
14.859132460434921 "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.0427675565527588 0.08082793030357754 "" "" "" ""
15.057592581491917 "" "" 0.07537714747872465 0.3490843738805532 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
15.064963156037265 1.116462435237675 0.3720712224347695 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
15.595216182249715 "" "" "" "" "" "" "" "" "" "" "" "" 1.2206472604063494 0.14362114878862242 "" "" "" "" "" ""
15.595216182249715 "" "" "" "" "" "" "" "" "" "" 1.2391836969795287 0.06362114878862243 "" "" "" "" "" "" "" ""
15.597936828409729 "" "" "" "" "" "" "" "" "" "" "" "" 1.4514231888795184 0.27388060038524564 "" "" "" "" "" ""
15.597936828409729 "" "" "" "" "" "" "" "" "" "" 1.1572179008635493 0.03488060038524564 "" "" "" "" "" "" "" ""
16.613216182246106 "" "" "" "" "" "" "" "" "" "" "" "" 1.2785193121131835 0.18171034938468575 "" "" "" "" "" ""
16.613216182246106 "" "" "" "" "" "" "" "" "" "" 1.1430557486863593 0.20871034938468574 "" "" "" "" "" "" "" ""
16.832132460440334 "" "" "" "" "" "" "" "" "" "" "" "" 1.0265892496238802 0.034159279957271735 "" "" "" "" "" ""
16.832132460440334 "" "" "" "" "" "" "" "" "" "" 1.0761200379565237 0.06215927995727173 "" "" "" "" "" "" "" ""
17.56893682840746 "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.8282721246191926 0.2739207563606616 "" "" "" ""
17.56893682840746 "" "" "" "" "" "" "" "" "" "" "" "" 1.5966801628316674 0.2739207563606616 "" "" "" "" "" ""
17.56893682840746 "" "" "" "" "" "" "" "" "" "" 1.344474874815698 0.0329207563606616 "" "" "" "" "" "" "" ""
17.626216182245116 "" "" "" "" "" "" "" "" "" "" 1.3353526242573517 0.07692233338329298 "" "" "" "" "" "" "" ""
17.694227549356583 "" "" "" "" 1.0217962132905538 0.042686114754806756 "" "" "" "" "" "" "" "" "" "" "" "" "" ""
17.694227549356583 "" "" "" "" "" "" "" "" 1.2536937286538556 0.15268611475480676 "" "" "" "" "" "" "" "" "" ""
17.694227549356583 "" "" "" "" "" "" 1.1295465090797956 0.032686114754806754 "" "" "" "" "" "" "" "" "" "" "" ""
17.853402581495175 "" "" "" "" "" "" "" "" 1.283392179478865 0.10758215031531386 "" "" "" "" "" "" "" "" "" ""
17.853402581495175 "" "" "" "" 1.256511829972384 0.05758215031531386 "" "" "" "" "" "" "" "" "" "" "" "" "" ""
17.853402581495175 "" "" "" "" "" "" 1.3268457121987351 0.08758215031531386 "" "" "" "" "" "" "" "" "" "" "" ""
18.674227549359784 "" "" "" "" "" "" 1.1419511109437357 0.05267964108625087 "" "" "" "" "" "" "" "" "" "" "" ""
18.674227549359784 "" "" "" "" "" "" "" "" 1.286098330517797 0.07267964108625087 "" "" "" "" "" "" "" "" "" ""
18.674227549359784 "" "" "" "" 1.064200815154495 0.07267964108625087 "" "" "" "" "" "" "" "" "" "" "" "" "" ""
18.762936828403326 "" "" "" "" "" "" "" "" "" "" "" "" 1.5258207810262672 0.04490633715527102 "" "" "" "" "" ""
18.762936828403326 "" "" "" "" "" "" "" "" "" "" 1.2946154930103004 0.198906337155271 "" "" "" "" "" "" "" ""
18.98740258149337 "" "" "" "" 1.2801205091236432 0.06336913083026338 "" "" "" "" "" "" "" "" "" "" "" "" "" ""
18.98740258149337 "" "" "" "" "" "" 1.3234543913499932 0.07836913083026337 "" "" "" "" "" "" "" "" "" "" "" ""
18.98740258149337 "" "" "" "" "" "" "" "" 1.5620008586301195 0.09836913083026337 "" "" "" "" "" "" "" "" "" ""
19.171713156036276 1.04250991383396 0.5355268760434346 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
19.55393682840804 "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.9988854470491557 0.1988991252491587 "" "" "" ""
19.55393682840804 "" "" "" "" "" "" "" "" "" "" 1.2910881972456592 0.1988991252491587 "" "" "" "" "" "" "" ""
19.55393682840804 "" "" "" "" "" "" "" "" "" "" "" "" 1.5202934852616306 0.1988991252491587 "" "" "" "" "" ""
19.595216182249715 "" "" "" "" "" "" "" "" "" "" 1.3599652862572513 0.0710941870649445 "" "" "" "" "" "" "" ""
19.595216182249715 "" "" "" "" "" "" "" "" "" "" "" "" 1.318428849684076 0.1530941870649445 "" "" "" "" "" ""
19.70422754935862 "" "" "" "" "" "" 1.1653945073550078 0.08264523286743802 "" "" "" "" "" "" "" "" "" "" "" ""
19.70422754935862 "" "" "" "" 1.017644211565767 0.06264523286743803 "" "" "" "" "" "" "" "" "" "" "" "" "" ""
19.70422754935862 "" "" "" "" "" "" "" "" 1.319541726929069 0.052645232867438024 "" "" "" "" "" "" "" "" "" ""
21.614118344783492 "" "" "" "" "" "" "" "" "" "" "" "" 1.495858584031855 0.035676925045623906 "" "" "" "" "" ""
21.614118344783492 "" "" "" "" "" "" "" "" "" "" 1.3483129769192432 0.0486769250456239 "" "" "" "" "" "" "" ""
21.62393682840775 "" "" "" "" "" "" "" "" "" "" "" "" "" "" 2.076869274593889 0.19893670292998705 "" "" "" ""
21.62393682840775 "" "" "" "" "" "" "" "" "" "" 1.4960720247903927 0.03893670292998706 "" "" "" "" "" "" "" ""
21.62393682840775 "" "" "" "" "" "" "" "" "" "" "" "" 1.7062773128063622 0.19893670292998705 "" "" "" "" "" ""
22.55893682840542 "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.9984560698604927 0.19893004992764957 "" "" "" ""
22.55893682840542 "" "" "" "" "" "" "" "" "" "" 1.4806588200569974 0.19893004992764957 "" "" "" "" "" "" "" ""
22.55893682840542 "" "" "" "" "" "" "" "" "" "" "" "" 1.531864108072968 0.04793004992764958 "" "" "" "" "" ""
25.063342581495817 "" "" 0.11371843040744417 0.4190987045641731 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
26.09418090680265 2.415893278196759 0.1513492237036408 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
27.602118344788323 "" "" "" "" "" "" "" "" "" "" "" "" 1.6700815414854864 0.19239762789461173 "" "" "" "" "" ""
27.602118344788323 "" "" "" "" "" "" "" "" "" "" 1.4985359343728772 0.042397627894611746 "" "" "" "" "" "" "" ""
27.743132460440393 "" "" "" "" "" "" "" "" "" "" "" "" 1.4023766359701 0.06663300215134045 "" "" "" "" "" ""
28.128410906800127 2.3682411543351027 0.19101738673274724 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
31.078330906799238 2.2760392915501098 0.1588539198344826 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
31.592118344786286 "" "" "" "" "" "" "" "" "" "" 1.6269293702776553 0.036466621421895926 "" "" "" "" "" "" "" ""
31.592118344786286 "" "" "" "" "" "" "" "" "" "" "" "" "" "" 1.8691448615618824 0.03946662142189592 "" "" "" ""
31.592118344786286 "" "" "" "" "" "" "" "" "" "" "" "" 1.7534749773902665 0.058466621421895924 "" "" "" "" "" ""
44.03980090680125 2.085275522974247 0.18425404198484316 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
44.09476090680255 2.0743283306422886 0.1792540455359368 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
