time r-J rJ_err r-H rH_err r-K rK_err SN
51.719970723745064 1.016489832129274 0.06279789691003243 1.2294898321292749 0.07779789690869837 1.516489832129274 0.06379789690903055 SN_2008ip
52.70997072374303 1.0248728061914996 0.06055814654274357 1.2728728061915007 0.08955814654171151 1.701872806191501 0.2705581465421325 SN_2008ip
53.849970723742445 1.15574286185457 0.05539601615330611 1.4387428618545695 0.06539601615248365 1.51474286185457 0.0783960161529686 SN_2008ip
58.69997072374099 1.294176181847348 0.0519612387181668 1.6211761818473462 0.09096123871677236 1.844176181847347 0.08996123871701395 SN_2008ip
61.86997072374652 1.2985414969288804 0.19688734906302513 1.53954149692888 0.08288734906035883 1.8515414969288813 0.0698873490602256 SN_2008ip
63.719970723745064 1.2185414969288821 0.04488734906302514 1.5525414969288818 0.07588734906035882 1.800541496928881 0.0778873490602256 SN_2008ip
64.86997072374652 1.0415414969288825 0.07088734906302514 1.4485414969288826 0.08088734906035883 1.8685414969288807 0.0888873490602256 SN_2008ip
65.73997072374186 1.0745414969288802 0.06388734906302515 1.5625414969288816 0.06888734906035883 1.7865414969288818 0.07288734906022559 SN_2008ip
66.67997072374419 1.0665414969288811 0.06688734906302514 1.3685414969288807 0.06588734906035883 1.8235414969288808 0.0798873490602256 SN_2008ip
67.67997072374419 1.2065414969288817 0.05188734906302514 1.5725414969288813 0.07188734906035883 "" "" SN_2008ip
68.67997072374419 1.1495414969288795 0.06388734906302515 1.5065414969288824 0.07588734906035882 1.9105414969288805 0.0778873490602256 SN_2008ip
69.66997072374215 1.1235414969288797 0.05888734906302514 1.4845414969288804 0.07988734906035883 1.63254149692888 0.022887349060225604 SN_2008ip
