3915 9.3939  0.999
3920 9.4990  0.980
3925 9.6004  0.661
3930 9.7110  0.815
3935 9.6945  0.895
3940 9.7375  0.787
3945 9.7848  0.555
3950 9.7729  0.267
3955 9.6792 -0.052
3960 9.5192 -0.390
3965 9.3289 -0.658
3970 9.0924 -1.028
3975 8.8846 -1.407
3980 8.7363 -1.754
3985 8.6222 -2.079
3990 8.5278 -2.361
3995 8.4565 -2.591
4000 8.4152 -2.769
4005 8.4089 -2.890
4010 8.4372 -2.925
4015 8.5118 -2.902
4020 8.6173 -2.829
4025 8.7349 -2.727
4030 8.8551 -2.617
4035 8.9714 -2.478
4040 9.0804 -2.289
4045 9.1776 -2.082
4050 9.2678 -1.921
4055 9.3547 -1.856
4060 9.4927 -2.043
4065 9.5429 -2.127
4070 9.5646 -2.185
4075 9.5821 -2.192
4080 9.6343 -2.104
4085 9.6276 -1.997
4090 9.5644 -1.825
4095 9.4714 -1.605
4100 9.3852 -1.378
4105 9.3011 -1.150
4110 9.2117 -0.940
4115 9.1105 -0.749
4120 9.0051 -0.565
4125 8.9016 -0.370
4130 8.7994 -0.173
4135 8.7155 -0.040
4140 8.6469  0.039
4145 8.5998  0.066
4150 8.5560  0.087
4155 8.5157  0.094
4160 8.4553  0.152
4165 8.3776  0.268
4170 8.2818  0.439
4175 8.1775  0.630
4180 8.0618  0.839
4185 7.9366  1.043
4190 7.8011  1.217
4195 7.6525  1.359
4200 7.4912  1.483
4205 7.3235  1.584
4210 7.1520  1.657
4215 6.9926  1.671
4220 6.8395  1.665
4225 6.6929  1.656
4230 6.5546  1.648
4235 6.4276  1.638
4240 6.3146  1.626
4245 6.2137  1.612
4250 6.1171  1.578
4255 6.0179  1.500
4260 5.9188  1.356
4265 5.8220  1.156
4270 5.7963  0.599
4275 5.6411  0.683
4280 5.5300  0.539
4285 5.4150  0.420
4290 5.2868  0.366
4295 5.2397  0.183
4300 5.2441 -0.018
4305 5.2778 -0.207
4310 5.3291 -0.398
4315 5.4376 -0.705
4320 5.5405 -0.973
4325 5.6314 -1.177
4330 5.7192 -1.353
4335 5.8012 -1.510
4340 5.8806 -1.658
4345 5.9605 -1.796
4350 6.0423 -1.926
4355 6.1239 -2.050
4360 6.2014 -2.168
4365 6.2697 -2.269
4370 6.3217 -2.336
4375 6.3513 -2.344
4380 6.3594 -2.285
4385 6.3514 -2.176
4390 6.3205 -2.016
4395 6.2603 -1.808
4400 6.1298 -1.459
4405 6.0531 -1.279
4410 5.9717 -1.085
4415 5.9067 -0.941
4420 5.8520 -0.801
4425 5.8436 -0.694
4430 5.9599 -0.847
4435 6.0525 -0.895
4440 6.1665 -0.926
4445 6.2965 -0.929
4450 6.4437 -0.915
4455 6.5919 -0.871
4460 6.7284 -0.796
4465 6.8493 -0.687
4470 6.9591 -0.550
4475 7.0635 -0.409
4480 7.1601 -0.276
4485 7.2426 -0.150
4490 7.3069 -0.020
4495 7.3555  0.112
4500 7.3928  0.241
4505 7.4232  0.360
4510 7.4481  0.475
4515 7.4648  0.591
4520 7.4691  0.705
4525 7.4596  0.808
4530 7.4394  0.887
4535 7.4132  0.933
4540 7.3840  0.952
4545 7.3533  0.956
4550 7.3236  0.956
4555 7.2925  0.927
4560 7.2757  0.930
4565 7.2709  0.973
4570 7.2651  1.017
4575 7.2601  1.080
4580 7.2535  1.145
4585 7.2465  1.204
4590 7.2387  1.250
4595 7.2247  1.278
4600 7.1974  1.288
4605 7.1537  1.287
4610 7.0935  1.290
4615 7.0157  1.307
4620 6.9167  1.339
4625 6.7956  1.372
4630 6.6566  1.381
4635 6.5077  1.342
4640 6.3549  1.246
4645 6.2030  1.108
4650 6.0585  0.956
4655 5.9305  0.812
4660 5.8258  0.691
4665 5.7457  0.599
4670 5.6867  0.542
4675 5.6441  0.522
4680 5.6139  0.532
4685 5.5920  0.556
4690 5.5732  0.581
4695 5.5593  0.581
4700 5.5339  0.582
4705 5.4995  0.570
4710 5.4543  0.545
4715 5.3971  0.503
4720 5.3282  0.439
4725 5.2507  0.347
4730 5.1701  0.226
4735 5.0926  0.090
4740 5.0241 -0.035
4745 4.9689 -0.130
4750 4.9201 -0.169
4755 4.8552 -0.407
4760 4.8446 -0.467
4765 4.8512 -0.495
4770 4.8648 -0.472
4775 4.8944 -0.426
4780 4.9251 -0.341
4785 4.9485 -0.229
4790 4.9585 -0.112
4795 4.9513 -0.018
4800 4.9311  0.021
4805 4.8790  0.036
4810 4.8023  0.022
4815 4.7042 -0.012
4820 4.5910 -0.057
4825 4.4690 -0.111
4830 4.3432 -0.172
4835 4.2185 -0.236
4840 4.1004 -0.304
4845 3.9942 -0.375
4850 3.9037 -0.451
4855 3.8307 -0.526
4860 3.7708 -0.578
4865 3.7357 -0.616
4870 3.7179 -0.620
4875 3.7157 -0.590
4880 3.7350 -0.548
4885 3.7584 -0.474
4890 3.7891 -0.392
4895 3.8234 -0.315
4900 3.8586 -0.248
4905 3.8926 -0.195
4910 3.9231 -0.151
4915 3.9486 -0.110
4920 3.9682 -0.066
4925 3.9823 -0.019
4930 3.9912  0.025
4935 3.9947  0.055
4940 3.9918  0.062
4945 3.9815  0.042
4950 3.9635  0.001
4955 3.9397 -0.052
4960 4.0083 -0.299
4965 3.9864 -0.353
4970 3.9762 -0.418
4975 3.9786 -0.490
4980 3.9909 -0.563
4985 4.0100 -0.628
4990 4.0346 -0.681
4995 4.0646 -0.720
5000 4.0999 -0.749
5005 4.1397 -0.773
5010 4.1816 -0.795
5015 4.2238 -0.817
5020 4.2656 -0.842
5025 4.3091 -0.871
5030 4.3571 -0.901
5035 4.4122 -0.931
5040 4.4753 -0.959
5045 4.5446 -0.988
5050 4.6171 -1.022
5055 4.6905 -1.064
5060 4.7643 -1.114
5065 4.8388 -1.166
5070 4.9129 -1.210
5075 4.9846 -1.239
5080 5.0516 -1.254
5085 5.1123 -1.257
5090 5.1657 -1.251
5095 5.2115 -1.241
5100 5.2489 -1.227
5105 5.2761 -1.211
5110 5.2919 -1.191
5115 5.2963 -1.167
5120 5.2902 -1.142
5125 5.2753 -1.121
5130 5.2538 -1.110
5135 5.2286 -1.114
5140 5.2036 -1.130
5145 5.1816 -1.153
5150 5.1648 -1.173
5155 5.1544 -1.183
5160 5.1512 -1.180
5165 5.1560 -1.162
5170 5.1690 -1.132
5175 5.1883 -1.091
5180 5.2100 -1.038
5185 5.2284 -0.964
5190 5.2388 -0.864
5195 5.2377 -0.739
5200 5.2215 -0.599
5205 5.1869 -0.454
5210 5.1315 -0.314
5215 5.0537 -0.190
5220 4.9543 -0.094
5225 4.8359 -0.032
5230 4.7032 -0.002
5235 4.5618  0.003
5240 4.4180 -0.010
5245 4.2774 -0.038
5250 4.1455 -0.079
5255 4.0254 -0.128
5260 3.9202 -0.180
5265 3.8320 -0.231
5270 3.7624 -0.282
5275 3.7113 -0.333
5280 3.6771 -0.378
5285 3.6568 -0.413
5290 3.6465 -0.437
5295 3.6432 -0.453
5300 3.6452 -0.466
5305 3.6524 -0.483
5310 3.6659 -0.506
5315 3.6867 -0.533
5320 3.7154 -0.560
5325 3.7517 -0.584
5330 3.7948 -0.603
5335 3.8431 -0.617
5340 3.8936 -0.628
5345 3.9424 -0.640
5350 3.9850 -0.652
5355 4.0177 -0.665
5360 4.0384 -0.678
5365 4.0470 -0.686
5370 4.0445 -0.688
5375 4.0335 -0.685
5380 4.0163 -0.681
5385 3.9943 -0.682
5390 3.9679 -0.688
5395 3.9360 -0.698
5400 3.8974 -0.705
5405 3.8511 -0.707
5410 3.7972 -0.702
5415 3.7365 -0.694
5420 3.6708 -0.689
5425 3.6021 -0.694
5430 3.5333 -0.714
5435 3.4678 -0.747
5440 3.4097 -0.792
5445 3.3631 -0.846
5450 3.3310 -0.906
5455 3.3151 -0.970
5460 3.3161 -1.035
5465 3.3340 -1.098
5470 3.3681 -1.151
5475 3.4171 -1.189
5480 3.4792 -1.208
5485 3.5518 -1.209
5490 3.6316 -1.191
5495 3.7149 -1.157
5500 3.7984 -1.109
5505 3.8799 -1.048
5510 3.9579 -0.978
5515 4.0307 -0.902
5520 4.0971 -0.822
5525 4.1556 -0.739
5530 4.2056 -0.659
5535 4.2454 -0.585
5540 4.2736 -0.525
5545 4.2903 -0.483
5550 4.2971 -0.464
5555 4.2973 -0.470
5560 4.2956 -0.499
5565 4.2964 -0.544
5570 4.3026 -0.593
5575 4.3140 -0.636
5580 4.3287 -0.663
5585 4.3441 -0.673
5590 4.3575 -0.671
5595 4.3670 -0.663
5600 4.3715 -0.655
5605 4.3713 -0.650
5610 4.3675 -0.651
5615 4.3618 -0.660
5620 4.3556 -0.676
5625 4.3495 -0.694
5630 4.3434 -0.714
5635 4.3372 -0.736
5640 4.3305 -0.764
5645 4.3233 -0.795
5650 4.3153 -0.828
5655 4.3066 -0.856
5660 4.2974 -0.877
5665 4.2885 -0.890
5670 4.2807 -0.901
5675 4.2743 -0.911
5680 4.2684 -0.921
5685 4.2612 -0.931
5690 4.1584 -0.720
5695 4.1403 -0.727
