Name Band MJD Mag Magerr
2008D i 54510.16017 17.079 0.022
2008D i 54520.25344 17.445 0.03
2008D i 54523.24159 17.561 0.026
2008D i 54524.27413 17.613 0.029
2008D i 54531.13123 17.786 0.033
2008D i 54536.15722 17.856 0.03
2008D i 54537.15007 17.95 0.031
2008D i 54539.11659 17.964 0.033
2008D i 54549.22212 18.34 0.084
2008D i 54553.12463 18.334 0.04
2008D i 54558.10038 18.395 0.047
2008D i 54572.16413 18.638 0.053
2008D i 54575.24037 18.832 0.058
2008D i 54579.12168 18.811 0.058
2008D i 54583.13749 19.025 0.056
2008D i 54594.15325 19.1 0.063
2008D i 54615.14264 19.359 0.111
2008D J 54475.27 17.0 0.03
2008D J 54476.33 16.54 0.07
2008D J 54477.34 16.45 0.07
2008D J 54478.34 16.44 0.04
2008D J 54479.38 16.38 0.1
2008D J 54480.34 16.23 0.1
2008D J 54481.32 15.99 0.1
2008D J 54482.26 15.88 0.04
2008D J 54483.32 15.74 0.08
2008D J 54484.35 15.62 0.05
2008D J 54485.31 15.51 0.02
2008D J 54486.35 15.43 0.01
2008D J 54497.19 15.0 0.04
2008D J 54499.26 15.07 0.21
2008D J 54505.2 15.11 0.05
2008D J 54508.24 15.25 0.02
2008D J 54509.22 15.24 0.05
2008D J 54510.25 15.32 0.04
2008D H 54475.27 16.7 0.05
2008D H 54476.33 16.22 0.09
2008D H 54477.34 16.15 0.09
2008D H 54478.34 16.05 0.09
2008D H 54479.38 15.96 0.1
2008D H 54480.34 15.86 0.1
2008D H 54481.32 15.72 0.07
2008D H 54482.26 15.55 0.0
2008D H 54483.32 15.41 0.13
2008D H 54484.35 15.31 0.05
2008D H 54485.31 15.17 0.16
2008D H 54486.35 15.12 0.05
2008D H 54497.19 14.76 0.08
2008D H 54499.26 14.73 0.03
2008D H 54505.2 14.76 0.02
2008D H 54508.24 14.86 0.01
2008D H 54509.22 14.88 0.03
2008D H 54510.25 14.89 0.06
2008D Ks 54475.27 17.09 0.12
2008D Ks 54476.33 16.22 0.1
2008D Ks 54477.34 16.13 0.15
2008D Ks 54478.34 15.99 0.12
2008D Ks 54479.38 15.81 0.1
2008D Ks 54480.34 15.63 0.07
2008D Ks 54481.32 15.55 0.02
2008D Ks 54482.26 15.46 0.05
2008D Ks 54483.32 15.21 0.06
2008D Ks 54484.35 15.11 0.07
2008D Ks 54485.31 15.05 0.13
2008D Ks 54486.35 14.92 0.05
2008D Ks 54497.19 14.53 0.03
2008D Ks 54499.26 14.44 0.04
2008D Ks 54505.2 14.54 0.11
2008D Ks 54508.24 14.68 0.13
2008D Ks 54509.22 14.68 0.05
2008D Ks 54510.25 14.68 0.03
