time mag magerr
-15.275772450644581 0.9932729268930923 0.11558864274488485
-14.215772450639633 0.6515708077428614 0.12358114960016676
-13.205772450644872 0.41250355975400144 0.11922257194007649
-12.205772450644872 0.32696647758497566 0.11744795162343116
-11.165772450643999 0.27683280742016425 0.12668898789389652
-10.205772450644872 0.2639340283138738 0.12656070563175562
-9.22577245064167 0.284685545083728 0.09676807487024569
-8.285772450639342 0.3305140061225851 0.02691056841688066
-7.225772450641671 0.32857862469840976 0.15680540403669876
-6.274327052928129 0.7884001259773061 0.06387067613358056
-5.240110473976529 0.41590142104309125 0.04675302288889008
-4.24861047397826 0.16322667815403194 0.046939516218049954
-3.2588898150861496 0.2641240766988442 0.045321560949526565
-2.183303136833274 -0.06128412656213219 0.0633132976416131
-1.383063171597314 0.3794005219031452 0.06741121956193659
-0.22551408176999152 0.7478045278348103 0.033127195484344944
0.78583735703675 0.727202419241636 0.03511537838941086
1.868991144838219 -0.14575220176399054 0.049515820567738816
2.028402581490809 0.5287162815427023 0.0669502884855528
2.7723093818676716 0.47745931804611985 0.08951728111231878
3.7554465958382934 -0.007653546029406139 0.055142040614721916
4.989402581493778 0.4941526860320656 0.06665379720258542
5.766250408058113 0.41533601264585046 0.06753909540033955
6.743709364483948 0.39338481977079065 0.04241273255661253
7.780809381871222 0.5537871769671526 0.13907932570112597
8.697082188882632 0.8463781351507277 0.07158641207105008
9.048402581494884 0.6059741775444137 0.10476352824499384
10.027402581494243 0.878728325704162 0.08495694363428424
10.59621618224628 1.0023881252277898 0.2094885366717609
13.735809381872969 0.946406209098221 0.12443595336231719
14.726983120387013 1.0775771359541568 0.03187040476300602
15.596576505329722 1.2704208027391195 0.17987892798967503
16.72267432134322 1.035188396725841 0.047476899915432816
17.705522319753072 1.1591356760447515 0.03727315633756218
18.808188986418827 1.35774916432531 0.03836608811993384
19.61779352000546 1.237707227381907 0.08365317637770511
21.61902758659562 1.5024152259469405 0.04966248539394342
22.55893682840542 1.531864108072968 0.04793004992764958
27.672625402614358 1.4310474002932858 0.08904431180941727
31.592118344786286 1.7534749773902665 0.058466621421895924
