time U-B UB_err r-J rJ_err r-H rH_err r-K rK_err u-B uB_err sn
-5.114945873319812 "" "" 0.7120721339811175 0.04915635648387992 "" "" "" "" "" "" SN_2005hg
-5.114945873319812 "" "" "" "" 0.8564506721246852 0.08415635648387992 "" "" "" "" SN_2005hg
-4.898355873323453 0.28737364298923185 0.09846378905742131 "" "" "" "" "" "" "" "" SN_2005hg
-4.894725873324205 0.28737368413411263 0.09146676084930944 "" "" "" "" "" "" "" "" SN_2005hg
-4.327336421250948 "" "" 0.7245345332812736 0.04422679964587026 "" "" "" "" "" "" SN_2007uy
-4.327336421250948 "" "" "" "" "" "" 2.791088773774152 0.06422679964587026 "" "" SN_2007uy
-4.327336421250948 "" "" "" "" 0.9253779646462936 0.057226799645870255 "" "" "" "" SN_2007uy
-4.195772450642835 "" "" 0.7164165187064928 0.035612725593354926 "" "" "" "" "" "" SN_2008D
-4.195772450642835 "" "" "" "" 0.8786440212058936 0.07561272559335493 "" "" "" "" SN_2008D
-4.195772450642835 "" "" "" "" "" "" 2.63941503923764 0.07561272559335493 "" "" SN_2008D
-4.170860328398703 0.2873739953293233 0.25108712396430166 "" "" "" "" "" "" "" "" SN_2006T
-4.1152268678779365 "" "" "" "" "" "" "" "" 1.2738252493583413 0.13937866206368632 SN_2009iz
-4.099945873320394 "" "" "" "" "" "" 2.663128673970052 0.10532593867252651 "" "" SN_2005hg
-4.099945873320394 "" "" 0.71468253299832 0.06832593867252651 "" "" "" "" "" "" SN_2005hg
-4.099945873320394 "" "" "" "" 0.870345126156298 0.07032593867252651 "" "" "" "" SN_2005hg
-4.027535873319721 0.2873735696292715 0.08117670801382211 "" "" "" "" "" "" "" "" SN_2005hg
-4.021105873318447 0.2873735430922815 0.09419403323898595 "" "" "" "" "" "" "" "" SN_2005hg
-3.3838970558572328 "" "" "" "" 0.846931435890175 0.03167818581649638 "" "" "" "" SN_2009jf
-3.3838970558572328 "" "" "" "" "" "" 2.079774137734966 0.05467818581649638 "" "" SN_2009jf
-3.3838970558572328 "" "" 0.711527691398346 0.035678185816496386 "" "" "" "" "" "" SN_2009jf
-3.356657055854157 "" "" "" "" "" "" "" "" 1.1396409272714068 0.05020878484670985 SN_2009jf
-3.293336421251297 "" "" 0.7244714614037085 0.04460491125768026 "" "" "" "" "" "" SN_2007uy
-3.293336421251297 "" "" "" "" 0.9246543634730745 0.055604911257680266 "" "" "" "" SN_2007uy
-3.293336421251297 "" "" "" "" "" "" 2.7916186839845127 0.06060491125768026 "" "" SN_2007uy
-3.283350122757838 "" "" "" "" 0.8337749735871591 0.07150617382955488 "" "" "" "" SN_2005bf
-3.283350122757838 "" "" 0.7093933756877464 0.03250617382955488 "" "" "" "" "" "" SN_2005bf
-3.283350122757838 "" "" "" "" "" "" 1.0420855929783197 0.19150617382955487 "" "" SN_2005bf
-3.2483401227582362 0.2873735370155568 0.04691874722883213 "" "" "" "" "" "" "" "" SN_2005bf
-3.2446101227542385 0.28737350894977576 0.046918751111839824 "" "" "" "" "" "" "" "" SN_2005bf
-3.2313001227594214 0.28737351578557946 0.04691876496783173 "" "" "" "" "" "" "" "" SN_2005bf
-3.2275601227593143 0.28737350979574106 0.04691876886125243 "" "" "" "" "" "" "" "" SN_2005bf
-3.192316867876798 "" "" "" "" 0.8319850435642974 0.0510560114206525 "" "" "" "" SN_2009iz
-3.192316867876798 "" "" 0.7103549000631127 0.19305601142065248 "" "" "" "" "" "" SN_2009iz
-3.175516867879196 "" "" "" "" "" "" "" "" 1.4641790981432965 0.15247127362014978 SN_2009iz
-2.8934858733191504 0.2873735740823402 0.13047520049859176 "" "" "" "" "" "" "" "" SN_2005hg
-2.612707042688271 "" "" 0.7181480410011569 0.19066222109489944 "" "" "" "" "" "" SN_2006fo
-2.612707042688271 "" "" "" "" "" "" 2.7980727942633448 0.21166222109489946 "" "" SN_2006fo
-2.612707042688271 "" "" "" "" 0.8979202094212837 0.37566222109489944 "" "" "" "" SN_2006fo
-2.4486370558588533 "" "" "" "" "" "" "" "" 1.2517310489126303 0.050650976197576164 SN_2009jf
-2.4108970558590954 "" "" "" "" "" "" 2.131902084263637 0.05892125350034445 "" "" SN_2009jf
-2.4108970558590954 "" "" "" "" 0.8507369168708906 0.03392125350034446 "" "" "" "" SN_2009jf
-2.4108970558590954 "" "" 0.7121225520075819 0.03392125350034446 "" "" "" "" "" "" SN_2009jf
-2.2823501227539964 "" "" "" "" "" "" 1.4675113029115894 0.04903407219886621 "" "" SN_2005bf
-2.2823501227539964 "" "" "" "" 0.8338555800493612 0.04003407219886621 "" "" "" "" SN_2005bf
-2.2823501227539964 "" "" 0.7096208248174288 0.028034072198866212 "" "" "" "" "" "" SN_2005bf
-2.2785701227549 0.28737351877504347 0.04549291496581939 "" "" "" "" "" "" "" "" SN_2005bf
-2.274840122758178 0.2873735272506039 0.04549291968310551 "" "" "" "" "" "" "" "" SN_2005bf
-2.2610201227580546 0.28737352468330246 0.04749293716109257 "" "" "" "" "" "" "" "" SN_2005bf
-2.2573001227574423 0.28737352672611993 0.0474929418657328 "" "" "" "" "" "" "" "" SN_2005bf
-2.203316867882677 "" "" "" "" "" "" 1.1189674326806653 0.2695869217404141 "" "" SN_2009iz
-2.203316867882677 "" "" "" "" 0.8511258990481835 0.0815869217404141 "" "" "" "" SN_2009iz
-2.203316867882677 "" "" 0.7122398111334202 0.0335869217404141 "" "" "" "" "" "" SN_2009iz
-2.163536867883522 "" "" "" "" "" "" "" "" 1.571888659175946 0.16497033046521314 SN_2009iz
-1.9685458733220003 0.28737354638722923 0.11046582389647956 "" "" "" "" "" "" "" "" SN_2005hg
-1.9649258733188617 0.28737358184398976 0.10046913595460777 "" "" "" "" "" "" "" "" SN_2005hg
-1.9520858733230853 0.2873735606029396 0.1324808836966829 "" "" "" "" "" "" "" "" SN_2005hg
-1.896945873319055 "" "" "" "" 0.8718989848656923 0.09199333228756816 "" "" "" "" SN_2005hg
-1.896945873319055 "" "" "" "" "" "" 2.683129526999505 0.11399333228756817 "" "" SN_2005hg
-1.896945873319055 "" "" 0.7152863413335917 0.06199333228756816 "" "" "" "" "" "" SN_2005hg
-1.5817070426855935 "" "" 0.7206099994539146 0.10642133351696861 "" "" "" "" "" "" SN_2006fo
-1.5817070426855935 "" "" "" "" 0.892724046100449 0.2254213335169686 "" "" "" "" SN_2006fo
-1.5817070426855935 "" "" "" "" "" "" 2.797982080541752 0.23242133351696861 "" "" SN_2006fo
-1.2973501227606903 "" "" "" "" 0.8355125193108869 0.04456106028257242 "" "" "" "" SN_2005bf
-1.2973501227606903 "" "" "" "" "" "" 1.4099048769344125 0.04856106028257243 "" "" SN_2005bf
-1.2973501227606903 "" "" 0.7099026102711233 0.026561060282572428 "" "" "" "" "" "" SN_2005bf
-1.2691601227561478 0.28737354867725184 0.04601675367886979 "" "" "" "" "" "" "" "" SN_2005bf
-1.2654201227560407 0.2873735620060491 0.04601675873568342 "" "" "" "" "" "" "" "" SN_2005bf
-1.2520101227564737 0.28737355115200486 0.04601677686720104 "" "" "" "" "" "" "" "" SN_2005bf
-1.2482701227563666 0.2873735560995502 0.048016781924016455 "" "" "" "" "" "" "" "" SN_2005bf
-1.1853168678790098 "" "" "" "" "" "" 0.6320056564784396 0.19513781934125446 "" "" SN_2009iz
-1.1853168678790098 "" "" 0.7115878232424975 0.19513781934125446 "" "" "" "" "" "" SN_2009iz
-1.1853168678790098 "" "" "" "" 0.837105932326178 0.055137819341254474 "" "" "" "" SN_2009iz
-1.1681668678793358 "" "" "" "" "" "" "" "" 1.300218036666293 0.13208395905410678 SN_2009iz
-1.107905873323034 0.2873735103576422 0.11025325199174445 "" "" "" "" "" "" "" "" SN_2005hg
-1.0929458733226056 "" "" 0.715031613633558 0.05168019304870694 "" "" "" "" "" "" SN_2005hg
-1.0929458733226056 "" "" "" "" 0.8603196083879513 0.06668019304870694 "" "" "" "" SN_2005hg
-1.0199458733186475 "" "" "" "" "" "" 2.563799884912621 0.10174255727204799 "" "" SN_2005hg
-0.9167558733242913 0.28737355267533543 0.10162364085284264 "" "" "" "" "" "" "" "" SN_2005hg
-0.5387070426877472 "" "" "" "" "" "" 2.7968414753736117 0.2700536708683121 "" "" SN_2006fo
-0.5387070426877472 "" "" 0.7209656542833105 0.08005367086831211 "" "" "" "" "" "" SN_2006fo
-0.4404570558544947 "" "" "" "" "" "" "" "" 1.3508369177962902 0.04946969867455639 SN_2009jf
-0.2705401227576658 0.28737347081744413 0.05447687964946409 "" "" "" "" "" "" "" "" SN_2005bf
-0.2668101227536681 0.2873735493797347 0.04747688469746522 "" "" "" "" "" "" "" "" SN_2005bf
-0.25735012275981717 "" "" 0.7102668270167953 0.0679643365354174 "" "" "" "" "" "" SN_2005bf
-0.25735012275981717 "" "" "" "" 0.8242037431457517 0.0569643365354174 "" "" "" "" SN_2005bf
-0.25735012275981717 "" "" "" "" "" "" 2.084393394920285 0.1159643365354174 "" "" SN_2005bf
-0.25331012276001275 0.2873735124606572 0.050476902967716314 "" "" "" "" "" "" "" "" SN_2005bf
-0.2495901227594004 0.2873734946421169 0.05147690800218516 "" "" "" "" "" "" "" "" SN_2005bf
-0.22433642125542974 "" "" "" "" "" "" 2.7806426312481465 0.12558832064999914 "" "" SN_2007uy
-0.22433642125542974 "" "" "" "" 0.9160020636797371 0.11858832064999915 "" "" "" "" SN_2007uy
-0.20131686788226943 "" "" 0.7117914871369456 0.03531510399477909 "" "" "" "" "" "" SN_2009iz
-0.1721111149599892 "" "" 0.7207834226068294 0.025556618307537186 "" "" "" "" "" "" SN_2007C
-0.1721111149599892 "" "" "" "" 0.9167947827717312 0.19155661830753717 "" "" "" "" SN_2007C
-0.1721111149599892 "" "" "" "" "" "" 2.7738471962291906 0.061556618307537184 "" "" SN_2007C
-0.16825686788070016 "" "" "" "" "" "" "" "" 1.6782835948446386 0.1810447974515131 SN_2009iz
0.05963412667915691 0.2873734483082874 0.10580209328707618 "" "" "" "" "" "" "" "" SN_2005hg
0.06327412667451426 0.2873734291842421 0.10280602260165478 "" "" "" "" "" "" "" "" SN_2005hg
0.09205412667506607 "" "" 0.7145028030705146 0.05301464674751519 "" "" "" "" "" "" SN_2005hg
0.09205412667506607 "" "" "" "" 0.8671290212560008 0.06701464674751519 "" "" "" "" SN_2005hg
0.09852412667532917 0.28737344701546885 0.10584407434315296 "" "" "" "" "" "" "" "" SN_2005hg
0.11205412667914061 "" "" "" "" "" "" 2.5470317464145147 0.19603140256645907 "" "" SN_2005hg
0.40029295731073944 "" "" "" "" 0.9118384154020643 0.2736756645605566 "" "" "" "" SN_2006fo
0.40029295731073944 "" "" 0.7205661817058344 0.19567566456055657 "" "" "" "" "" "" SN_2006fo
0.40029295731073944 "" "" "" "" "" "" 2.798217350237172 0.3626756645605566 "" "" SN_2006fo
0.7143098772430676 0.287373593768039 0.04687371689806727 "" "" "" "" "" "" "" "" SN_2005bf
0.7390098772448255 0.2873735846039144 0.04787374823432353 "" "" "" "" "" "" "" "" SN_2005bf
0.7427398772415472 0.28737358635430055 0.04887375296647775 "" "" "" "" "" "" "" "" SN_2005bf
0.7786635787488194 "" "" "" "" "" "" 2.786972085693877 0.05790434062927848 "" "" SN_2007uy
0.7786635787488194 "" "" "" "" 0.918598391908973 0.04990434062927848 "" "" "" "" SN_2007uy
0.7786635787488194 "" "" 0.7233955568746652 0.04090434062927848 "" "" "" "" "" "" SN_2007uy
0.7926831321165082 "" "" "" "" 0.8541290472472499 0.0653682163692207 "" "" "" "" SN_2009iz
0.7926831321165082 "" "" 0.7113165127022573 0.1953682163692207 "" "" "" "" "" "" SN_2009iz
0.7926831321165082 "" "" "" "" "" "" 1.226232114120955 0.1953682163692207 "" "" SN_2009iz
0.9237631321229856 "" "" "" "" "" "" "" "" 1.27442681836155 0.12609122094568373 SN_2009iz
0.9860541266752989 "" "" 0.7142084049954833 0.04876363185411389 "" "" "" "" "" "" SN_2005hg
0.9860541266752989 "" "" "" "" 0.8705933735242402 0.0707636318541139 "" "" "" "" SN_2005hg
0.9860541266752989 "" "" "" "" "" "" 2.68157413447843 0.0917636318541139 "" "" SN_2005hg
1.7289398772409186 0.28737364304631224 0.047179290744103736 "" "" "" "" "" "" "" "" SN_2005bf
1.7296498772411724 "" "" "" "" 0.8269899164960253 0.05746831257265613 "" "" "" "" SN_2005bf
1.7296498772411724 "" "" "" "" "" "" 1.1607361153918438 0.04446831257265613 "" "" SN_2005bf
1.7296498772411724 "" "" 0.7102896530231225 0.03046831257265613 "" "" "" "" "" "" SN_2005bf
1.7326698772449163 0.2873736449399892 0.048179294698311365 "" "" "" "" "" "" "" "" SN_2005bf
1.74641987724317 0.2873736184305804 0.049179309274809596 "" "" "" "" "" "" "" "" SN_2005bf
1.7501598772432772 0.2873736172838487 0.047179313239616744 "" "" "" "" "" "" "" "" SN_2005bf
1.7846831321221543 "" "" "" "" "" "" 0.8367480116249874 0.19539684228139115 "" "" SN_2009iz
1.7846831321221543 "" "" "" "" 0.8541958589307521 0.07639684228139115 "" "" "" "" SN_2009iz
1.7846831321221543 "" "" 0.7119017724976511 0.19539684228139115 "" "" "" "" "" "" SN_2009iz
1.7988888850377407 "" "" 0.7205088256885911 0.03221265464734678 "" "" "" "" "" "" SN_2007C
1.7988888850377407 "" "" "" "" 0.9111735186599468 0.08721265464734679 "" "" "" "" SN_2007C
1.7988888850377407 "" "" "" "" "" "" 2.765433218821194 0.07721265464734678 "" "" SN_2007C
1.9086731321222032 "" "" "" "" "" "" "" "" 1.3108600260892576 0.16212064984990038 SN_2009iz
2.071114126680186 0.2873732788600479 0.1735317952156239 "" "" "" "" "" "" "" "" SN_2005hg
2.0747541266755434 0.2873735380857029 0.13253541415921313 "" "" "" "" "" "" "" "" SN_2005hg
2.416292957313999 "" "" "" "" "" "" 2.796958875861235 0.24576754506164036 "" "" SN_2006fo
2.416292957313999 "" "" 0.7158941255379685 0.10876754506164037 "" "" "" "" "" "" SN_2006fo
2.5587329441477777 "" "" "" "" "" "" "" "" 1.571633707178496 0.06884625769306392 SN_2009jf
2.6222161822443013 "" "" 0.7142011295320032 0.08750107648349165 "" "" "" "" "" "" SN_2009er
2.6222161822443013 "" "" "" "" 0.8708316552688621 0.14050107648349164 "" "" "" "" SN_2009er
2.708649877240532 "" "" "" "" 0.8333143148831521 0.048688660006915824 "" "" "" "" SN_2005bf
2.708649877240532 "" "" "" "" "" "" 0.988094907543196 0.03968866000691583 "" "" SN_2005bf
2.708649877240532 "" "" 0.7101355520602246 0.034688660006915825 "" "" "" "" "" "" SN_2005bf
2.709663578745676 "" "" "" "" "" "" 2.7742609186280425 0.0514487190236029 "" "" SN_2007uy
2.709663578745676 "" "" "" "" 0.9154588852382128 0.0494487190236029 "" "" "" "" SN_2007uy
2.709663578745676 "" "" 0.7221855799957486 0.0374487190236029 "" "" "" "" "" "" SN_2007uy
2.7233198772446485 0.2873736492081871 0.04845455956352937 "" "" "" "" "" "" "" "" SN_2005bf
2.736659877242346 0.28737364456569736 0.04845457109624193 "" "" "" "" "" "" "" "" SN_2005bf
2.740399877242453 0.2873736409642546 0.049454574329550666 "" "" "" "" "" "" "" "" SN_2005bf
2.7609331321218633 "" "" "" "" "" "" "" "" 1.232002670196844 0.18215113863192564 SN_2009iz
3.0107441266809474 0.28737345082461974 0.20259356031498374 "" "" "" "" "" "" "" "" SN_2005hg
3.0143841266763047 0.28737333666666504 0.22663115860355515 "" "" "" "" "" "" "" "" SN_2005hg
3.0530541266780347 "" "" "" "" "" "" 2.4420874239746846 0.08579380000124875 "" "" SN_2005hg
3.0530541266780347 "" "" 0.7131310600963778 0.04979380000124875 "" "" "" "" "" "" SN_2005hg
3.0530541266780347 "" "" "" "" 0.8666718295052018 0.06879380000124875 "" "" "" "" SN_2005hg
3.089934230360086 0.2873733456370636 0.31602786705482766 "" "" "" "" "" "" "" "" SN_2006F
3.53798294414446 "" "" "" "" "" "" "" "" 1.442690320735594 0.062123291404500756 SN_2009jf
3.6692161822429625 "" "" "" "" "" "" 2.3586313450139147 0.19886294744330718 "" "" SN_2009er
3.6692161822429625 "" "" "" "" 0.8684181203856155 0.1488629474433072 "" "" "" "" SN_2009er
3.6692161822429625 "" "" 0.7140415547483464 0.05386294744330719 "" "" "" "" "" "" SN_2009er
3.7150798772418057 0.28737367366361216 0.050849153761349214 "" "" "" "" "" "" "" "" SN_2005bf
3.7188098772458034 0.28737369808893126 0.04984915779689267 "" "" "" "" "" "" "" "" SN_2005bf
3.7321698772429954 0.28737365791657093 0.04884917225127702 "" "" "" "" "" "" "" "" SN_2005bf
3.735899877239717 0.28737366240883927 0.05084917628682048 "" "" "" "" "" "" "" "" SN_2005bf
3.7984731321193976 "" "" "" "" "" "" "" "" 0.8195244439146474 0.1429532916737012 SN_2009iz
3.8036498772416962 "" "" "" "" 0.8269321698577973 0.06701231626509237 "" "" "" "" SN_2005bf
3.8036498772416962 "" "" "" "" "" "" 1.2713566976903783 0.05501231626509236 "" "" SN_2005bf
3.8036498772416962 "" "" 0.7093541568622979 0.03701231626509237 "" "" "" "" "" "" SN_2005bf
3.960054126677278 "" "" "" "" "" "" 2.565148616323065 0.08826532717768026 "" "" SN_2005hg
3.960054126677278 "" "" 0.7131810976908449 0.06526532717768027 "" "" "" "" "" "" SN_2005hg
3.960054126677278 "" "" "" "" 0.8576277762307353 0.09126532717768027 "" "" "" "" SN_2005hg
4.397292957313766 "" "" "" "" 0.8825177554197206 0.3402196408381713 "" "" "" "" SN_2006fo
4.397292957313766 "" "" 0.7162862568260729 0.0942196408381713 "" "" "" "" "" "" SN_2006fo
4.397292957313766 "" "" "" "" "" "" 2.7978831980708763 0.2212196408381713 "" "" SN_2006fo
4.57665294414619 "" "" "" "" "" "" "" "" 1.5966235339255435 0.06919965037863647 SN_2009jf
4.719649877239135 "" "" "" "" 0.8294782101721219 0.06934334887959466 "" "" "" "" SN_2005bf
4.719649877239135 "" "" 0.7094519908753383 0.04034334887959466 "" "" "" "" "" "" SN_2005bf
4.719649877239135 "" "" "" "" "" "" 1.0592014953991709 0.05234334887959466 "" "" SN_2005bf
4.9800541266813525 "" "" "" "" 0.851324899989306 0.07276820546204728 "" "" "" "" SN_2005hg
4.9800541266813525 "" "" 0.7114107516285969 0.04976820546204728 "" "" "" "" "" "" SN_2005hg
4.9800541266813525 "" "" "" "" "" "" 2.065511066032549 0.11276820546204727 "" "" SN_2005hg
5.0260141266771825 0.2873732632281375 0.22273320424597726 "" "" "" "" "" "" "" "" SN_2005hg
5.029664126675925 0.28737332969866075 0.2007620805765715 "" "" "" "" "" "" "" "" SN_2005hg
5.634216182246746 "" "" "" "" 0.8548301856368645 0.11669839235760263 "" "" "" "" SN_2009er
5.634216182246746 "" "" 0.7121080351607071 0.05969839235760263 "" "" "" "" "" "" SN_2009er
5.680663578743406 "" "" "" "" "" "" 2.75795482383434 0.05688130625196749 "" "" SN_2007uy
5.680663578743406 "" "" "" "" 0.9051466327355133 0.05088130625196749 "" "" "" "" SN_2007uy
5.680663578743406 "" "" 0.7203253322796641 0.03788130625196749 "" "" "" "" "" "" SN_2007uy
5.716649877242162 "" "" "" "" 0.8293966133284776 0.05250294430467281 "" "" "" "" SN_2005bf
5.716649877242162 "" "" "" "" "" "" 0.684522221026084 0.046502944304672805 "" "" SN_2005bf
5.716649877242162 "" "" 0.7088917130877715 0.031502944304672806 "" "" "" "" "" "" SN_2005bf
5.7414498772413936 0.28737364410726796 0.05156107660080464 "" "" "" "" "" "" "" "" SN_2005bf
5.745189877241501 0.28737363695725626 0.05156108349220054 "" "" "" "" "" "" "" "" SN_2005bf
5.956745998635597 "" "" "" "" "" "" 0.2847287102911869 0.03645773922906902 "" "" SN_2006jc
5.956745998635597 "" "" 0.7030201439259756 0.03245773922906901 "" "" "" "" "" "" SN_2006jc
5.956745998635597 "" "" "" "" 0.7829046221364044 0.04745773922906901 "" "" "" "" SN_2006jc
5.979054126677511 "" "" "" "" "" "" 1.7231628386402802 0.11205471573123862 "" "" SN_2005hg
5.979054126677511 "" "" 0.7108252931099334 0.05805471573123863 "" "" "" "" "" "" SN_2005hg
5.979054126677511 "" "" "" "" 0.8608287320675786 0.11405471573123863 "" "" "" "" SN_2005hg
6.643216182244942 "" "" "" "" "" "" 0.7840345400378664 0.11510333092728467 "" "" SN_2009er
6.643216182244942 "" "" 0.7123299273721534 0.10310333092728467 "" "" "" "" "" "" SN_2009er
6.643216182244942 "" "" "" "" 0.8553203729738936 0.16310333092728468 "" "" "" "" SN_2009er
6.644227549360949 "" "" "" "" 0.850769953735192 0.10233575518197739 "" "" "" "" SN_2008D
6.644227549360949 "" "" 0.7113508131307064 0.06233575518197739 "" "" "" "" "" "" SN_2008D
6.644227549360949 "" "" "" "" "" "" 2.0700614744050876 0.05233575518197739 "" "" SN_2008D
6.707649877243966 "" "" "" "" 0.8218158646983413 0.05739824007187063 "" "" "" "" SN_2005bf
6.707649877243966 "" "" 0.7087242748810217 0.03139824007187063 "" "" "" "" "" "" SN_2005bf
6.707649877243966 "" "" "" "" "" "" 0.81557310115689 0.04939824007187063 "" "" SN_2005bf
6.763169877245673 0.2873736834370538 0.04869090834321585 "" "" "" "" "" "" "" "" SN_2005bf
6.76690987724578 0.28737369714053884 0.04969091541200407 "" "" "" "" "" "" "" "" SN_2005bf
7.112054126679141 "" "" "" "" 0.8520805400010679 0.10716063142534897 "" "" "" "" SN_2005hg
