time r-J rJ_err r-H rH_err r-K rK_err
-0.17211111496 -0.117077860851 0.0255566183075 1.0 1.0 1.0 1.0
1.79888888504 -0.0931614626737 0.0322126546473 1.0 1.0 1.0 1.0
10.889888885 0.411634402248 0.194908336729 1.0 1.0 1.0 1.0
12.862888885 0.487340511323 0.0623987479466 1.0 1.0 1.0 1.0
31.919888885 0.647427336524 0.104581788076 1.0 1.0 1.0 1.0
32.899888885 0.619412766398 0.0395565412927 1.0 1.0 1.0 1.0
36.711888885 0.663240150007 0.0342464686871 1.0 1.0 1.0 1.0
37.752888885 0.650880408175 0.268197894721 1.0 1.0 1.0 1.0
38.843888885 0.64451512385 0.0291650682707 1.0 1.0 1.0 1.0
39.793888885 0.558224583011 0.193139456517 1.0 1.0 1.0 1.0
41.793888885 0.507575721887 0.0600782240818 1.0 1.0 1.0 1.0
42.729888885 0.520410480662 0.0320493310318 1.0 1.0 1.0 1.0
44.730888885 0.566096613652 0.0900157972031 1.0 1.0 1.0 1.0
45.798888885 0.611588503605 0.0840115307895 1.0 1.0 1.0 1.0
46.785888885 0.483124170193 0.0970126662361 1.0 1.0 1.0 1.0
-0.17211111496 1.0 1.0 -0.366652781604 0.191556618308 1.0 1.0
1.79888888504 1.0 1.0 -0.244736383427 0.0872126546473 1.0 1.0
10.889888885 1.0 1.0 0.177059481495 0.0739083367288 1.0 1.0
12.862888885 1.0 1.0 0.43676559057 0.0343987479466 1.0 1.0
23.773888885 1.0 1.0 0.785972689944 0.0679484887375 1.0 1.0
31.919888885 1.0 1.0 0.796852415771 0.164581788076 1.0 1.0
32.899888885 1.0 1.0 0.910837845644 0.193556541293 1.0 1.0
36.711888885 1.0 1.0 0.867665229254 0.0532464686871 1.0 1.0
37.752888885 1.0 1.0 0.743305487422 0.255197894721 1.0 1.0
38.843888885 1.0 1.0 0.787940203097 0.0541650682707 1.0 1.0
39.793888885 1.0 1.0 0.698649662258 0.0631394565166 1.0 1.0
41.793888885 1.0 1.0 0.844000801134 0.193078224082 1.0 1.0
42.729888885 1.0 1.0 0.813835559909 0.0590493310318 1.0 1.0
44.730888885 1.0 1.0 0.889521692898 0.193015797203 1.0 1.0
45.798888885 1.0 1.0 0.731013582852 0.193011530789 1.0 1.0
46.785888885 1.0 1.0 0.55154924944 0.193012666236 1.0 1.0
47.704888885 1.0 1.0 0.911465166462 0.193018117228 1.0 1.0
-0.17211111496 1.0 1.0 1.0 1.0 1.26256561138 0.0615566183075
1.79888888504 1.0 1.0 1.0 1.0 1.34048200955 0.0772126546473
10.889888885 1.0 1.0 1.0 1.0 1.83027787448 0.0809083367288
31.919888885 1.0 1.0 1.0 1.0 2.33907080875 0.0655817880761
32.899888885 1.0 1.0 1.0 1.0 2.31305623863 0.193556541293
36.711888885 1.0 1.0 1.0 1.0 2.26288362223 0.0772464686871
37.752888885 1.0 1.0 1.0 1.0 2.5805238804 0.0731978947206
38.843888885 1.0 1.0 1.0 1.0 2.57115859608 0.125165068271
39.793888885 1.0 1.0 1.0 1.0 2.15786805524 0.0701394565166
41.793888885 1.0 1.0 1.0 1.0 2.36821919411 0.193078224082
42.729888885 1.0 1.0 1.0 1.0 2.23305395289 0.193049331032
44.730888885 1.0 1.0 1.0 1.0 2.30474008588 0.118015797203
45.798888885 1.0 1.0 1.0 1.0 2.26923197583 0.150011530789
46.785888885 1.0 1.0 1.0 1.0 2.19676764242 0.268012666236
