time mag magerr
-12.062295873322 -0.10612762461166528 0.18377635060801062
-12.058655873319367 -0.34345896275977145 0.13179228505425666
-8.846205873320287 -0.3868227418546537 0.11888821932826424
-8.842575873321039 -0.30343005675539103 0.11888738595203399
-6.933685873322247 -0.24955441036826087 0.15800860457370947
-6.804188263158721 -0.3972099857509615 0.08932923287368172
-5.908825873324531 -0.2915772233051993 0.09263253781381425
-5.843648263158684 -0.35152752720634656 0.08649794108603309
-5.168940122755885 0.14887656469282795 0.05383565759180239
-5.165200122755778 0.09736949780107985 0.05683565953188782
-4.898355873323453 -0.18336204558174432 0.09846378905742131
-4.894725873324205 -0.24908176362697076 0.09146676084930944
-4.170860328398703 -0.6821135977591152 0.25108712396430166
-4.1152268678779365 1.2738252493583415 0.13937866206368632
-4.027535873319721 -0.05912371723277135 0.08117670801382211
-4.021105873318447 -0.011627239830594244 0.09419403323898595
-3.356657055854157 1.1396409272714068 0.050208784846709854
-3.2483401227582362 -0.0005388416873720603 0.04691874722883213
-3.2446101227542385 0.05176660039118352 0.046918751111839824
-3.2313001227594214 0.03885652909349779 0.04691876496783173
-3.2275601227593143 0.05016279005130009 0.04691876886125243
-3.175516867879196 1.4641790981432965 0.15247127362014978
-2.8934858733191504 -0.06695170435254641 0.13047520049859176
-2.4486370558588533 1.2517310489126303 0.050650976197576164
-2.2785701227549 0.033245794183685784 0.04549291496581939
-2.274840122758178 0.01745259776633723 0.04549291968310551
-2.2610201227580546 0.022218824445901286 0.04749293716109257
-2.2573001227574423 0.01842507359557366 0.04749294186573281
-2.163536867883522 1.571888659175946 0.16497033046521314
-1.9685458733220003 -0.017605788405318373 0.11046582389647956
-1.9649258733188617 -0.08050187800013023 0.10046913595460777
-1.9520858733230853 -0.04313331181199844 0.1324808836966829
-1.2691601227561478 -0.021747090047379847 0.04601675367886979
-1.2654201227560407 -0.0456299192164763 0.04601675873568343
-1.2520101227564737 -0.026209795996599117 0.04601677686720104
-1.2482701227563666 -0.035092625165695 0.04801678192401645
-1.1681668678793358 1.300218036666293 0.13208395905410678
-1.107905873323034 0.04909847983903601 0.11025325199174446
-0.9167558733242913 -0.02895030932289702 0.10162364085284264
-0.4404570558544947 1.3508369177962902 0.04946969867455639
-0.2705401227576658 0.1259469132909076 0.0544768796494641
-0.2668101227536681 -0.023015205718976195 0.04747688469746522
-0.25331012276001275 0.045121897060060756 0.05047690296771632
-0.2495901227594004 0.07915967649253097 0.05147690800218516
-0.16825686788070016 1.6782835948446386 0.1810447974515131
0.05963412667915691 0.17159283332429806 0.10580209328707618
0.06327412667451426 0.21156162917097723 0.10280602260165478
0.09852412667532917 0.17425944609240415 0.10584407434315296
0.7143098772430676 -0.10109169612615354 0.04687371689806727
0.7390098772448255 -0.08529177443723335 0.04787374823432353
0.7427398772415472 -0.08832198869227802 0.04887375296647775
0.9237631321229856 1.27442681836155 0.12609122094568373
1.7289398772409186 -0.18345505440654286 0.04717929074410374
1.7326698772449163 -0.18653767668605345 0.048179294698311365
1.74641987724317 -0.14284224943187518 0.049179309274809596
1.7501598772432772 -0.1409250932187539 0.047179313239616744
1.9086731321222032 1.3108600260892576 0.16212064984990038
2.071114126680186 0.574689450886205 0.1735317952156239
2.0747541266755434 -0.00249749659691903 0.13253541415921313
2.5587329441477777 1.5716337071784963 0.06884625769306392
2.7233198772446485 -0.19346444465815005 0.04845455956352937
2.736659877242346 -0.18592884643966479 0.04845457109624194
2.740399877242453 -0.1800590460396051 0.049454574329550666
2.7609331321218633 1.232002670196844 0.18215113863192564
3.0107441266809474 0.16641688146374375 0.20259356031498374
3.0143841266763047 0.4231615327937038 0.22663115860355515
3.089934230360086 0.4011349675312296 0.31602786705482766
3.53798294414446 1.4426903207355941 0.062123291404500756
3.7150798772418057 -0.23260180004648054 0.050849153761349214
3.7188098772458034 -0.27079940582404227 0.04984915779689267
