Name   Band    MJD          Mag   Magerr
2007av  B      54187.20234  16.863  0.029
2007av  B      54195.26617  17.177  0.015
2007av  B      54196.19765  17.255  0.017
2007av  B      54233.19995  18.170  0.025
2007av  B      54239.22204  18.249  0.029
2007av  B      54447.47748  21.097  0.294
2007av  V      54187.19934  16.485  0.019
2007av  V      54195.26316  16.524  0.014
2007av  V      54196.19464  16.515  0.012
2007av  V      54215.14280  16.694  0.023
2007av  V      54220.29376  16.809  0.024
2007av  V      54221.23867  16.696  0.018
2007av  V      54233.19694  16.878  0.017
2007av  V      54239.21903  16.910  0.015
2007av  V      54247.18531  17.009  0.018
2007av  V      54252.19067  17.054  0.016
2007av  V      54447.47448  20.297  0.190
2007av  r      54187.19701  16.257  0.016
2007av  r      54195.26084  16.205  0.013
2007av  r      54196.19233  16.242  0.014
2007av  r      54215.14049  16.336  0.016
2007av  r      54220.29143  16.355  0.015
2007av  r      54221.23637  16.391  0.016
2007av  r      54233.19462  16.491  0.016
2007av  r      54239.21668  16.517  0.014
2007av  r      54247.18300  16.556  0.016
2007av  r      54252.18836  16.637  0.015
2007av  r      54447.47216  19.533  0.086
2007av  r      54483.37763  20.037  0.133
2007av J       54191.2	    15.058	0.25
2007av J       54192.2	    15.241	0.278
2007av J       54193.19	    15.354	0.25
2007av J       54194.19	    15.305	0.175
2007av J       54197.11	    15.43	0.175
2007av J       54198.2	    15.274	0.25
2007av J       54201.18	    15.138	0.175
2007av J       54204.23	    15.33	0.175
2007av J       54206.24	    15.218	0.175
2007av J       54208.11	    15.287	0.175
2007av J       54216.16	    15.673	0.175
2007av H       54191.2	    15.249	0.175
2007av H       54192.2	    15.05	0.189
2007av H       54193.19	    15.346	0.216
2007av H       54194.19	    15.417	0.175
2007av H       54198.2	    15.119	0.175
2007av H       54206.24	    15.185	0.214
2007av H       54208.11	    15.651	0.175
2007av K       54191.2	    14.171	0.175
2007av K       54192.2	    14.071	0.175
2007av K       54193.19	    14.24	0.25
2007av K       54198.2	    14.262	0.206
2007av K       54204.23	    14.533	0.175
2007av K       54206.24	    14.736	0.175
2007av K       54208.11	    14.838	0.175
2007av K       54216.16	    15.381	0.001
