lc_2002bx	52368.27
lc_2005kd	53696.24
lc_2006ca	53866.30
lc_2006cd	53847.51
lc_2006it	54015.13
lc_2007aa	54167.35
lc_2007av	54183.84
lc_2007rt	54443.33
lc_2008aj	54489.47
lc_2008bj	54553.23
lc_2008bn	54555.06
lc_2008in	54831.53
lc_2008ip	54812.71
lc_2009ay	54904.80
lc_2009kn	55146.96
lc_2010bq	55295.10
