time B-J BJ_err B-H BH_err B-K BK_err
7.53274521628 1.13051286462 0.269087199298 1.0 1.0 1.0 1.0
8.53274521628 0.981282448213 0.296819615158 1.0 1.0 1.0 1.0
9.52274521629 0.89986837303 0.268627209591 1.0 1.0 1.0 1.0
10.5227452163 0.979361081784 0.193471231834 1.0 1.0 1.0 1.0
13.4427452163 0.933347711223 0.192527348383 1.0 1.0 1.0 1.0
14.5327452163 1.11170833456 0.266984642371 1.0 1.0 1.0 1.0
17.5127452163 1.28546788368 0.190898832535 1.0 1.0 1.0 1.0
20.5627452163 1.13331144176 0.1922618198 1.0 1.0 1.0 1.0
22.5727452163 1.29217168697 0.193034129233 1.0 1.0 1.0 1.0
24.4427452163 1.27247968017 0.192962638534 1.0 1.0 1.0 1.0
32.4927452163 1.11124192266 0.193282093105 1.0 1.0 1.0 1.0
7.53274521628 1.0 1.0 0.829468265361 0.194087199298 1.0 1.0
8.53274521628 1.0 1.0 1.06223784896 0.207819615158 1.0 1.0
9.52274521629 1.0 1.0 0.797823773773 0.234627209591 1.0 1.0
10.5227452163 1.0 1.0 0.757316482527 0.193471231834 1.0 1.0
14.5327452163 1.0 1.0 1.15666373531 0.191984642371 1.0 1.0
22.5727452163 1.0 1.0 1.21512708772 0.232034129233 1.0 1.0
24.4427452163 1.0 1.0 0.798435080909 0.192962638534 1.0 1.0
7.53274521628 1.0 1.0 1.0 1.0 2.87027112204 0.194087199298
8.53274521628 1.0 1.0 1.0 1.0 3.00404070563 0.193819615158
9.52274521629 1.0 1.0 1.0 1.0 2.86662663045 0.268627209591
14.5327452163 1.0 1.0 1.0 1.0 2.97646659198 0.222984642371
20.5627452163 1.0 1.0 1.0 1.0 2.78306969918 0.1922618198
22.5727452163 1.0 1.0 1.0 1.0 2.62692994439 0.193034129233
24.4427452163 1.0 1.0 1.0 1.0 2.57423793758 0.192962638534
32.4927452163 1.0 1.0 1.0 1.0 2.25600018008 0.0192820931053
