time U-V UV_err
13.8404054702 -0.391236264953 0.114677902761
14.6328554702 -0.112897818812 0.164561504711
15.7468954702 -0.098584959139 0.204606006136
22.8375654702 0.510742222225 0.324588045067
28.7424654702 0.562284428982 0.333944598706
