time U-B UB_err U-V UV_err U-r Ur_err B-J BJ_err B-H BH_err B-K BK_err u-B uB_err V-J VJ_err V-H VH_err V-K VK_err
-4.221543781080982 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" -0.11928327709837247 0.2388600071157512 "" ""
-4.221543781080982 "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.1554340749858254 0.1058600071157512 "" "" "" ""
-3.1415437810792355 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.39126235129267006 0.1604531360174084
-3.1415437810792355 "" "" "" "" "" "" "" "" "" "" "" "" "" "" -0.01299470833925808 0.1114531360174084 "" "" "" ""
-3.1415437810792355 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.20628793957654382 0.1504531360174084 "" ""
-3.092493781077792 "" "" "" "" "" "" "" "" "" "" "" "" -0.13561062467300672 0.08678280772296393 "" "" "" "" "" ""
-2.713782594568329 -0.8048365583546515 0.05019195313757349 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
-2.7101425945729716 -0.8474449106723834 0.04919198477784967 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
-2.231543781075743 "" "" "" "" "" "" "" "" "" "" "" "" "" "" -0.05995728360797314 0.1125969262802752 "" "" "" ""
-2.231543781075743 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" -0.12467463569217016 0.2125969262802752 "" ""
-0.6629861154433456 0.010979197690125286 0.050426607114627514 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
-0.25154378107981756 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.3678204037738191 0.17168439135328195
-0.25154378107981756 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.09784599205769554 0.12368439135328194 "" ""
-0.25154378107981756 "" "" "" "" "" "" "" "" "" "" "" "" "" "" -0.17443665585811075 0.09368439135328194 "" "" "" ""
-0.1631037810802809 "" "" "" "" "" "" "" "" "" "" "" "" -0.2344311505142545 0.08383841930275285 "" "" "" "" "" ""
0.3249538845557254 0.19762801633657184 0.054464230303552214 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.8070887161957216 "" "" "" "" -0.4821930133579553 0.1385022159156098 "" "" "" "" "" "" "" "" "" "" "" "" "" ""
0.8358498567031347 -0.5801071466188724 0.06253218915428452 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
1.2689174054248724 -0.5000488259761762 0.06040699535787682 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
1.2725574054275057 -0.5921165555842196 0.06140691173586973 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
1.4162438845596625 0.1761442847645352 0.059826404499966256 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
1.8520198567057378 -0.5465841214027635 0.0638796194516553 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
2.357046136938152 -0.8520508951537985 0.06260078504686303 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
2.662319856703107 -0.4081627809263829 0.06387173994991921 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
3.7941287161957007 "" "" "" "" -0.10865416889072496 0.08489421684104392 "" "" "" "" "" "" "" "" "" "" "" "" "" ""
3.991709856702073 -0.16442625237943254 0.14424846334489083 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
4.30892613693868 -0.7878200604840019 0.061709086451596194 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
4.781889856705675 -0.3456048983897809 0.06576719578312787 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
5.300916136940941 -0.7370114443698591 0.06750433775327853 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
5.424583884559979 0.09810017817602451 0.059985128536827165 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
5.737388724264747 "" "" "" "" "" "" 1.227355591051839 0.074607184375687 "" "" "" "" "" "" "" "" "" "" "" ""
5.737388724264747 "" "" "" "" "" "" "" "" 1.4743585715010592 0.109607184375687 "" "" "" "" "" "" "" "" "" ""
5.756648716196651 "" "" "" "" 0.14883405814739528 0.0834105577400322 "" "" "" "" "" "" "" "" "" "" "" "" "" ""
5.813909856704413 -0.11555777699736404 0.07415815419596201 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
5.8584562189207645 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.3230333176200264 0.162550329598121 "" ""
5.8584562189207645 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.674007729336153 0.203550329598121
5.8584562189207645 "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.22575066970422442 0.10055032959812099 "" "" "" ""
6.3755838845609105 0.08274343432347103 0.06601501634525445 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
6.774439856708341 -0.19138484129857225 0.08212556716300196 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
6.787388724267657 "" "" "" "" "" "" "" "" "" "" 1.7956069361895963 0.08247867273350691 "" "" "" "" "" "" "" ""
