time U-B UB_err r-J rJ_err r-H rH_err r-K rK_err SN
12.268503726125346 1.0232555253503248 0.41885232709889847 "" "" "" "" "" "" SN_2005nb
12.37473460129695 0.8740343354138098 0.03526561074465216 "" "" "" "" "" "" SN_2007gr
12.413354601296305 "" "" "" "" "" "" 1.6368116523261298 0.0420784858525963 SN_2007gr
12.413354601296305 "" "" "" "" 1.5002143591819261 0.040078485852463965 "" "" SN_2007gr
12.413354601296305 "" "" 1.2084475450536227 0.03907848585231386 "" "" "" "" SN_2007gr
13.411354601295898 "" "" "" "" 1.6204971076646024 0.03404719996326465 "" "" SN_2007gr
13.411354601295898 "" "" 1.2417302935362993 0.2650471999631874 "" "" "" "" SN_2007gr
13.45013460129121 0.8549124185784767 0.035338582887782896 "" "" "" "" "" "" SN_2007gr
14.40986460129352 0.8010519903407698 0.03741195556317165 "" "" "" "" "" "" SN_2007gr
14.421354601297935 "" "" "" "" 1.531140239819464 0.030005534852204682 "" "" SN_2007gr
14.421354601297935 "" "" 1.2403734256911618 0.029005534852225998 "" "" "" "" SN_2007gr
14.731892936382792 "" "" 1.1196892144875208 0.08347794535078285 "" "" "" "" SN_2007ce
14.731892936382792 "" "" "" "" 1.1864781949454437 0.12847792727516538 "" "" SN_2007ce
15.383654601297167 0.872065956225611 0.03548924195461654 "" "" "" "" "" "" SN_2007gr
15.408354601291649 "" "" "" "" "" "" 1.6088197584888055 0.029977875659294426 SN_2007gr
15.408354601291649 "" "" "" "" 1.5642224653446006 0.1899778756587695 "" "" SN_2007gr
15.408354601291649 "" "" 1.2234556512162977 0.026977875658855666 "" "" "" "" SN_2007gr
16.401694601292547 0.8243832930860784 0.036569884907539076 "" "" "" "" "" "" SN_2007gr
16.404354601290834 "" "" "" "" 1.56702249222436 0.030968322080934016 "" "" SN_2007gr
16.404354601290834 "" "" 1.2422556780960572 0.026968322081046815 "" "" "" "" SN_2007gr
16.404354601290834 "" "" "" "" "" "" 1.749619785368563 0.08796832208149978 SN_2007gr
16.73489293638704 "" "" "" "" 1.2678905805009746 0.17242020973666036 "" "" SN_2007ce
16.73489293638704 "" "" 1.2251016000430561 0.16242022792490773 "" "" "" "" SN_2007ce
17.40248460129078 0.8136581043742546 0.03765462455456379 "" "" "" "" "" "" SN_2007gr
17.403354601294268 "" "" 1.3205491933870053 0.26497772259378927 "" "" "" "" SN_2007gr
17.403354601294268 "" "" "" "" "" "" 1.7489133006595123 0.03397772259422892 SN_2007gr
17.403354601294268 "" "" "" "" 1.655316007515308 0.04197772259369689 "" "" SN_2007gr
18.448094601291814 0.9338049341469017 0.03973203541068724 "" "" "" "" "" "" SN_2007gr
18.71289293638256 "" "" "" "" 1.4034244729391998 0.1504446522435885 "" "" SN_2007ce
18.71289293638256 "" "" 1.2616354924812776 0.09844466819240764 "" "" "" "" SN_2007ce
19.564650037871615 "" "" "" "" "" "" 2.307218958955934 0.21779467133554425 SN_2007I
19.564650037871615 "" "" "" "" 1.9457494760184513 0.148794671330288 "" "" SN_2007I
19.564650037871615 "" "" 1.7170027544831166 0.07179467132999137 "" "" "" "" SN_2007I
20.564650037871615 "" "" "" "" 2.01566025718419 0.21730395431886967 "" "" SN_2007I
20.564650037871615 "" "" "" "" "" "" 2.182129740121672 0.09730395432375288 SN_2007I
20.564650037871615 "" "" 1.675913535648858 0.07130395431851264 "" "" "" "" SN_2007I
21.598650037871266 "" "" "" "" "" "" 2.4428607500213726 0.08853513816562082 SN_2007I
21.598650037871266 "" "" 1.618644545548557 0.2915351381608797 "" "" "" "" SN_2007I
21.598650037871266 "" "" "" "" 1.83439126708389 0.10953513816133448 "" "" SN_2007I
22.632650037870917 "" "" "" "" 2.0402127201538667 0.21585423175808066 "" "" SN_2007I
22.632650037870917 "" "" 1.6884659986185342 0.06685423175754243 "" "" "" "" SN_2007I
22.632650037870917 "" "" "" "" "" "" 2.2076822030913466 0.09885423176183233 SN_2007I
23.407354601295083 "" "" "" "" 1.7446501225294422 0.02708924961981961 "" "" SN_2007gr
23.407354601295083 "" "" "" "" "" "" 1.6562474156736462 0.03808924961992175 SN_2007gr
23.407354601295083 "" "" 1.2798833084011387 0.03508924961965264 "" "" "" "" SN_2007gr
24.62565003787313 "" "" "" "" 1.8986327279767952 0.0892370814002756 "" "" SN_2007I
24.62565003787313 "" "" "" "" "" "" 2.351102210914279 0.08123708140432215 SN_2007I
24.62565003787313 "" "" 1.5828860064414643 0.06523708139978354 "" "" "" "" SN_2007I
24.716892936383374 "" "" 1.343313094215484 0.0971935328552163 "" "" "" "" SN_2007ce
24.716892936383374 "" "" "" "" 1.474102074673407 0.13319351857533235 "" "" SN_2007ce
26.80989293638413 "" "" "" "" "" "" 1.9010403791413546 0.32944982524485794 SN_2007ce
26.80989293638413 "" "" 1.4870168607912455 0.11044982524485794 "" "" "" "" SN_2007ce
26.80989293638413 "" "" "" "" 1.8178058412491642 0.1204498115193057 "" "" SN_2007ce
28.38735460129101 "" "" 1.3028371340853186 0.034221286643489765 "" "" "" "" SN_2007gr
28.38735460129101 "" "" "" "" "" "" 1.735201241357827 0.19022128664356525 SN_2007gr
28.38735460129101 "" "" "" "" 1.762603948213623 0.041221286643943617 "" "" SN_2007gr
28.75665003787435 "" "" 1.5401469533911774 0.21475923556315307 "" "" "" "" SN_2007I
29.355354601291765 "" "" "" "" 1.7599315001631761 0.05822644539817541 "" "" SN_2007gr
29.355354601291765 "" "" "" "" "" "" 1.7125287933073805 0.1902264453977775 SN_2007gr
29.355354601291765 "" "" 1.2891646860348724 0.028226445397710895 "" "" "" "" SN_2007gr
29.61265003787412 "" "" "" "" 1.9286970883210148 0.21429719071931536 "" "" SN_2007I
29.61265003787412 "" "" "" "" "" "" 2.4551665712585002 0.09229719072172055 SN_2007I
29.61265003787412 "" "" 1.8329503667856828 0.061297190718579954 "" "" "" "" SN_2007I
30.373354601295432 "" "" 1.248129667581297 0.190252291815381 "" "" "" "" SN_2007gr
30.373354601295432 "" "" "" "" 1.6458964817096002 0.05525229181590593 "" "" SN_2007gr
30.373354601295432 "" "" "" "" "" "" 1.7614937748538049 0.04025229181540766 SN_2007gr
33.48265003787674 "" "" "" "" 2.178220577082583 0.2197645944282282 "" "" SN_2007I
33.48265003787674 "" "" 1.6994738555472482 0.2197645944281767 "" "" "" "" SN_2007I
34.54565003787138 "" "" "" "" 2.247709117921903 0.09236336297351018 "" "" SN_2007I
34.54565003787138 "" "" "" "" "" "" 2.5081786008593863 0.21836336297911635 SN_2007I
34.54565003787138 "" "" 1.856962396386569 0.06436336297328281 "" "" "" "" SN_2007I
35.67765003787645 "" "" 1.834552258375863 0.07135323016045156 "" "" "" "" SN_2007I
35.67765003787645 "" "" "" "" 2.1572989799111957 0.11035323016093118 "" "" SN_2007I
35.67765003787645 "" "" "" "" "" "" 2.6107684628486805 0.2163532301649635 SN_2007I
36.60765003787674 "" "" "" "" 1.9217463272416306 0.11590976500891818 "" "" SN_2007I
36.60765003787674 "" "" "" "" "" "" 2.455215810179114 0.09190976501182785 SN_2007I
36.60765003787674 "" "" 1.8379996057062955 0.07090976500825916 "" "" "" "" SN_2007I
37.306354601292696 "" "" 1.183773121512178 0.03131911519398488 "" "" "" "" SN_2007gr
37.306354601292696 "" "" "" "" 1.6905399356404813 0.031319115194674105 "" "" SN_2007gr
37.306354601292696 "" "" "" "" "" "" 1.8121372287846844 0.08931911519390583 SN_2007gr
38.606650037872896 "" "" 1.9183694247261636 0.06589197357192375 "" "" "" "" SN_2007I
38.606650037872896 "" "" "" "" 2.3421161462614952 0.10689197357245844 "" "" SN_2007I
38.606650037872896 "" "" "" "" "" "" 2.1975856291989775 0.11989197357619234 SN_2007I
39.48065003787633 "" "" 1.917597068981985 0.07095614019227456 "" "" "" "" SN_2007I
39.48065003787633 "" "" "" "" 2.2163437905173202 0.10795614019267602 "" "" SN_2007I
39.48065003787633 "" "" "" "" "" "" 2.4038132734548032 0.10095614019726967 SN_2007I
