time U-B UB_err V-J VJ_err V-H VH_err V-K VK_err U-r Ur_err u-B uB_err u-V uV_err
4.948884650955733 "" "" "" "" "" "" "" "" "" "" -0.05341140890878043 0.08559860479612064 "" ""
5.170606370549649 "" "" -0.220485720129379 0.37739588413801683 "" "" "" "" "" "" "" "" "" ""
5.170606370549649 "" "" "" "" 0.40537530351288587 0.16939588413801684 "" "" "" "" "" "" "" ""
6.300606370554306 "" "" "" "" 0.09004008150755873 0.2196332201756433 "" "" "" "" "" "" "" ""
6.828992919821758 "" "" "" "" "" "" "" "" 0.18802808742705768 0.04791084265401821 "" "" "" ""
7.15060637055285 "" "" 0.09210665100364972 0.20483354435055195 "" "" "" "" "" "" "" "" "" ""
7.15060637055285 "" "" "" "" 0.04796767464591291 0.19883354435055195 "" "" "" "" "" "" "" ""
7.816932919820829 "" "" "" "" "" "" "" "" 0.3134252905164461 0.05084498775800542 "" "" "" ""
8.140606370550813 "" "" "" "" 0.335477316804378 0.24798416533172565 "" "" "" "" "" "" "" ""
8.908222919824766 "" "" "" "" "" "" "" "" 0.30244416252274053 0.05640855286341764 "" "" "" ""
9.180606370551686 "" "" "" "" 0.03883014579645895 0.19909290131922502 "" "" "" "" "" "" "" ""
10.190606370553724 "" "" "" "" 0.3868865163023104 0.0831768423608022 "" "" "" "" "" "" "" ""
10.190606370553724 "" "" -0.04897450733995319 0.3861768423608022 "" "" "" "" "" "" "" "" "" ""
11.130606370548776 "" "" "" "" 0.013320684548335252 0.19723776747506777 "" "" "" "" "" "" "" ""
11.130606370548776 "" "" "" "" "" "" 0.7283703422006902 0.2742377674750678 "" "" "" "" "" ""
12.110606370551977 "" "" 0.2516941841472858 0.1993018342912915 "" "" "" "" "" "" "" "" "" ""
12.110606370551977 "" "" "" "" 0.15355520778955045 0.1403018342912915 "" "" "" "" "" "" "" ""
13.140606370550813 "" "" "" "" "" "" 1.0439936155045644 0.27432077061045135 "" "" "" "" "" ""
13.140606370550813 "" "" "" "" 0.18294395785221218 0.10832077061045135 "" "" "" "" "" "" "" ""
14.140606370550813 "" "" "" "" 0.18040607483131643 0.20519632033221574 "" "" "" "" "" "" "" ""
14.140606370550813 "" "" "" "" "" "" 1.194455732483669 0.27419632033221575 "" "" "" "" "" ""
14.140606370550813 "" "" 0.40054505118905165 0.19919632033221574 "" "" "" "" "" "" "" "" "" ""
15.287560919328826 -0.30445089520544066 0.055777858911064536 "" "" "" "" "" "" "" "" "" "" "" ""
16.10060637054994 "" "" "" "" "" "" 0.8253431557654658 0.2738986274899524 "" "" "" "" "" ""
16.10060637054994 "" "" 0.017432474470850768 0.2538986274899524 "" "" "" "" "" "" "" "" "" ""
17.120606370554015 "" "" 0.27721292215538124 0.3297335969240995 "" "" "" "" "" "" "" "" "" ""
17.120606370554015 "" "" "" "" "" "" 0.994123603449997 0.2737335969240995 "" "" "" "" "" ""
17.120606370554015 "" "" "" "" 0.10607394579764197 0.19873359692409948 "" "" "" "" "" "" "" ""
19.140606370550813 "" "" "" "" 0.5154851750709236 0.1984418824111664 "" "" "" "" "" "" "" ""
19.140606370550813 "" "" 0.0056241514286619505 0.3994418824111664 "" "" "" "" "" "" "" "" "" ""
19.140606370550813 "" "" "" "" "" "" 0.9665348327232774 0.2734418824111664 "" "" "" "" "" ""
20.120606370554015 "" "" "" "" 0.205546859584962 0.19838383255206898 "" "" "" "" "" "" "" ""
20.120606370554015 "" "" "" "" "" "" 1.1845965172373163 0.273383832552069 "" "" "" "" "" ""
21.120606370554015 "" "" "" "" "" "" 0.9646604058074228 0.024394957983750687 "" "" "" "" "" ""
21.120606370554015 "" "" 0.2567497245128039 0.2483949579837507 "" "" "" "" "" "" "" "" "" ""
