time U-V UV_err r-J rJ_err r-H rH_err r-K rK_err
1.65815376193 0.204583531787 0.103120000146 1.0 1.0 1.0 1.0 1.0 1.0
3.61383376194 0.435735652856 0.0720733093469 1.0 1.0 1.0 1.0 1.0 1.0
3.62734376194 0.424604158978 0.0820733003656 1.0 1.0 1.0 1.0 1.0 1.0
9.60957376194 1.29576102222 0.138927410361 1.0 1.0 1.0 1.0 1.0 1.0
10.6106037619 1.32031711604 0.0812069395336 1.0 1.0 1.0 1.0 1.0 1.0
11.6528837619 1.29373055544 0.0854603624834 1.0 1.0 1.0 1.0 1.0 1.0
1.65082376194 1.0 1.0 0.809424492305 0.0389072750324 1.0 1.0 1.0 1.0
3.62382376194 1.0 1.0 0.883742549091 0.047846535697 1.0 1.0 1.0 1.0
4.61082376194 1.0 1.0 0.913161627003 0.197102545183 1.0 1.0 1.0 1.0
5.61382376194 1.0 1.0 0.687654130345 0.0454316345872 1.0 1.0 1.0 1.0
6.61082376194 1.0 1.0 0.864212636519 0.0367774240938 1.0 1.0 1.0 1.0
11.6358237619 1.0 1.0 0.950206122227 0.0421736989138 1.0 1.0 1.0 1.0
1.65082376194 1.0 1.0 1.0 1.0 0.611540909542 0.167907275032 1.0 1.0
3.62382376194 1.0 1.0 1.0 1.0 0.807858966328 0.099846535697 1.0 1.0
4.61082376194 1.0 1.0 1.0 1.0 1.02927804424 0.0831025451829 1.0 1.0
5.61382376194 1.0 1.0 1.0 1.0 1.07077054758 0.0914316345872 1.0 1.0
6.61082376194 1.0 1.0 1.0 1.0 1.10232905376 0.0697774240938 1.0 1.0
11.6358237619 1.0 1.0 1.0 1.0 1.26232253946 0.0611736989138 1.0 1.0
1.65082376194 1.0 1.0 1.0 1.0 1.0 1.0 1.27302007795 0.141907275032
3.62382376194 1.0 1.0 1.0 1.0 1.0 1.0 1.45533813473 0.115846535697
5.61382376194 1.0 1.0 1.0 1.0 1.0 1.0 1.53324971599 0.167431634587
6.61082376194 1.0 1.0 1.0 1.0 1.0 1.0 1.47480822216 0.102777424094
11.6358237619 1.0 1.0 1.0 1.0 1.0 1.0 1.14180170787 0.104173698914
