time r-J rJ_err r-H rH_err r-K rK_err
9.63365003783 1.37011575531 0.0646013490412 1.0 1.0 1.0 1.0
19.5646500378 1.71700275447 0.0717946713414 1.0 1.0 1.0 1.0
20.5646500378 1.67591353564 0.0713039543288 1.0 1.0 1.0 1.0
21.5986500378 1.61864454554 0.291535138169 1.0 1.0 1.0 1.0
22.6326500378 1.68846599861 0.0668542317644 1.0 1.0 1.0 1.0
24.6256500378 1.58288600643 0.0652370814075 1.0 1.0 1.0 1.0
28.7566500378 1.54014695338 0.214759235567 1.0 1.0 1.0 1.0
29.6126500378 1.83295036678 0.0612971907214 1.0 1.0 1.0 1.0
33.4826500378 1.69947385554 0.219764594444 1.0 1.0 1.0 1.0
34.5456500378 1.85696239638 0.0643633629858 1.0 1.0 1.0 1.0
35.6776500378 1.83455225837 0.0713532301682 1.0 1.0 1.0 1.0
36.6076500378 1.8379996057 0.0709097650126 1.0 1.0 1.0 1.0
38.6066500378 1.91836942472 0.0658919735787 1.0 1.0 1.0 1.0
39.4806500378 1.91759706897 0.0709561402017 1.0 1.0 1.0 1.0
9.63365003783 1.0 1.0 1.46586247684 0.0726013490412 1.0 1.0
19.5646500378 1.0 1.0 1.94574947601 0.148794671341 1.0 1.0
20.5646500378 1.0 1.0 2.01566025717 0.217303954329 1.0 1.0
21.5986500378 1.0 1.0 1.83439126707 0.109535138169 1.0 1.0
22.6326500378 1.0 1.0 2.04021272014 0.215854231764 1.0 1.0
24.6256500378 1.0 1.0 1.89863272797 0.0892370814075 1.0 1.0
29.6126500378 1.0 1.0 1.92869708831 0.214297190721 1.0 1.0
33.4826500378 1.0 1.0 2.17822057707 0.219764594444 1.0 1.0
34.5456500378 1.0 1.0 2.24770911791 0.0923633629858 1.0 1.0
35.6776500378 1.0 1.0 2.1572989799 0.110353230168 1.0 1.0
36.6076500378 1.0 1.0 1.92174632723 0.115909765013 1.0 1.0
38.6066500378 1.0 1.0 2.34211614625 0.106891973579 1.0 1.0
39.4806500378 1.0 1.0 2.21634379051 0.107956140202 1.0 1.0
9.63365003783 1.0 1.0 1.0 1.0 1.56041689612 0.0826013490412
19.5646500378 1.0 1.0 1.0 1.0 2.08230389529 0.217794671341
20.5646500378 1.0 1.0 1.0 1.0 1.95721467645 0.0973039543288
21.5986500378 1.0 1.0 1.0 1.0 2.21794568635 0.0885351381693
22.6326500378 1.0 1.0 1.0 1.0 1.98276713942 0.0988542317644
24.6256500378 1.0 1.0 1.0 1.0 2.12618714725 0.0812370814075
29.6126500378 1.0 1.0 1.0 1.0 2.23025150759 0.0922971907214
34.5456500378 1.0 1.0 1.0 1.0 2.28326353719 0.218363362986
35.6776500378 1.0 1.0 1.0 1.0 2.38585339918 0.216353230168
36.6076500378 1.0 1.0 1.0 1.0 2.23030074651 0.0919097650126
38.6066500378 1.0 1.0 1.0 1.0 1.97267056553 0.119891973579
39.4806500378 1.0 1.0 1.0 1.0 2.17889820979 0.100956140202
