time U-V UV_err V-J VJ_err V-H VH_err V-K VK_err
11.0024313433 1.49922061109 0.0357914227175 1.0 1.0 1.0 1.0 1.0 1.0
15.0216413433 1.87532943003 0.0347833491781 1.0 1.0 1.0 1.0 1.0 1.0
15.9562013433 1.95128517684 0.0358060013845 1.0 1.0 1.0 1.0 1.0 1.0
17.0316013433 1.96406760459 0.0358089808262 1.0 1.0 1.0 1.0 1.0 1.0
17.9913313433 1.92705090112 0.0377882334146 1.0 1.0 1.0 1.0 1.0 1.0
18.9651213433 2.00125156337 0.0357559366529 1.0 1.0 1.0 1.0 1.0 1.0
19.9831613433 1.94521424358 0.0367424849081 1.0 1.0 1.0 1.0 1.0 1.0
20.9839513433 1.9198388001 0.0377562175442 1.0 1.0 1.0 1.0 1.0 1.0
22.0295613433 2.02494728023 0.0398020179118 1.0 1.0 1.0 1.0 1.0 1.0
11.0058213433 1.0 1.0 1.07740712821 0.0447914279836 1.0 1.0 1.0 1.0
12.0028213433 1.0 1.0 1.17227906972 0.0287440870457 1.0 1.0 1.0 1.0
15.9948213433 1.0 1.0 1.35297665302 0.0388060733578 1.0 1.0 1.0 1.0
16.9928213433 1.0 1.0 1.40841096947 0.264808925306 1.0 1.0 1.0 1.0
18.0028213433 1.0 1.0 1.43023023228 0.0287882483838 1.0 1.0 1.0 1.0
18.9898213433 1.0 1.0 1.43925435842 0.0267559727998 1.0 1.0 1.0 1.0
19.9858213433 1.0 1.0 1.48539471415 0.0267424893523 1.0 1.0 1.0 1.0
20.9848213433 1.0 1.0 1.58860739064 0.264756219075 1.0 1.0 1.0 1.0
11.0058213433 1.0 1.0 1.0 1.0 1.25974092158 0.0437914279836 1.0 1.0
12.0028213433 1.0 1.0 1.0 1.0 1.37461286309 0.189744087046 1.0 1.0
15.9948213433 1.0 1.0 1.0 1.0 1.60931044639 0.0398060733578 1.0 1.0
16.9928213433 1.0 1.0 1.0 1.0 1.75174476284 0.0338089253061 1.0 1.0
18.0028213433 1.0 1.0 1.0 1.0 1.68556402565 0.0297882483838 1.0 1.0
18.9898213433 1.0 1.0 1.0 1.0 1.74458815179 0.1897559728 1.0 1.0
19.9858213433 1.0 1.0 1.0 1.0 1.77472850752 0.0307424893523 1.0 1.0
20.9848213433 1.0 1.0 1.0 1.0 1.88794118401 0.0417562190751 1.0 1.0
12.0028213433 1.0 1.0 1.0 1.0 1.0 1.0 1.38519851832 0.0257440870457
15.9948213433 1.0 1.0 1.0 1.0 1.0 1.0 1.73889610162 0.0418060733578
18.9898213433 1.0 1.0 1.0 1.0 1.0 1.0 1.78217380702 0.0297559727998
19.9858213433 1.0 1.0 1.0 1.0 1.0 1.0 1.95031416275 0.0877424893523
20.9848213433 1.0 1.0 1.0 1.0 1.0 1.0 1.97452683924 0.0337562190751
