time U-B UB_err r-J rJ_err r-H rH_err r-K rK_err
-4.36629180949 -0.301846242801 0.110223178415 1.0 1.0 1.0 1.0 1.0 1.0
-2.41061180949 -0.0590943897967 0.0793276727546 1.0 1.0 1.0 1.0 1.0 1.0
-2.39710180949 -0.0702596102609 0.0893276230359 1.0 1.0 1.0 1.0 1.0 1.0
3.58512819051 0.460997678841 0.146915035864 1.0 1.0 1.0 1.0 1.0 1.0
4.58615819051 0.400386134879 0.0890804465553 1.0 1.0 1.0 1.0 1.0 1.0
5.62843819051 0.290954209005 0.0931833796888 1.0 1.0 1.0 1.0 1.0 1.0
-4.37362180949 1.0 1.0 0.809424492305 0.0389072750324 1.0 1.0 1.0 1.0
-2.40062180949 1.0 1.0 0.883742549091 0.047846535697 1.0 1.0 1.0 1.0
-1.41362180949 1.0 1.0 0.913161627003 0.197102545183 1.0 1.0 1.0 1.0
-0.410621809489 1.0 1.0 0.687654130345 0.0454316345872 1.0 1.0 1.0 1.0
0.586378190514 1.0 1.0 0.864212636519 0.0367774240938 1.0 1.0 1.0 1.0
5.61137819051 1.0 1.0 0.950206122227 0.0421736989138 1.0 1.0 1.0 1.0
-4.37362180949 1.0 1.0 1.0 1.0 0.611540909542 0.167907275032 1.0 1.0
-2.40062180949 1.0 1.0 1.0 1.0 0.807858966328 0.099846535697 1.0 1.0
-1.41362180949 1.0 1.0 1.0 1.0 1.02927804424 0.0831025451829 1.0 1.0
-0.410621809489 1.0 1.0 1.0 1.0 1.07077054758 0.0914316345872 1.0 1.0
0.586378190514 1.0 1.0 1.0 1.0 1.10232905376 0.0697774240938 1.0 1.0
5.61137819051 1.0 1.0 1.0 1.0 1.26232253946 0.0611736989138 1.0 1.0
-4.37362180949 1.0 1.0 1.0 1.0 1.0 1.0 1.27302007795 0.141907275032
-2.40062180949 1.0 1.0 1.0 1.0 1.0 1.0 1.45533813473 0.115846535697
-0.410621809489 1.0 1.0 1.0 1.0 1.0 1.0 1.53324971599 0.167431634587
0.586378190514 1.0 1.0 1.0 1.0 1.0 1.0 1.47480822216 0.102777424094
5.61137819051 1.0 1.0 1.0 1.0 1.0 1.0 1.14180170787 0.104173698914
