time U-V UV_err
13.8404054702 -0.689814944107 0.114677902761
14.6328554702 -0.411476497966 0.164561504711
15.7468954702 -0.397163638293 0.204606006136
22.8375654702 0.212163543071 0.324588045067
28.7424654702 0.263705749828 0.333944598706
