#wavelength,transmission
13733	0.000546791
13734	0.000554235
13735	0.00056169
13736	0.000569142
13737	0.000576575
13738	0.000584011
13739	0.000591437
13740	0.00059888
13741	0.000606348
13742	0.00061382
13743	0.000621283
13744	0.000629405
13745	0.000639546
13746	0.000649664
13747	0.000659787
13748	0.000669898
13749	0.000680035
13750	0.000690138
13751	0.000700191
13752	0.000710229
13753	0.000720281
13754	0.000730318
13755	0.00074035
13756	0.000750377
13757	0.000760399
13758	0.000770426
13759	0.000780428
13760	0.000790435
13761	0.000800426
13762	0.000810433
13763	0.000820424
13764	0.000834896
13765	0.000863695
13766	0.000892479
13767	0.000921277
13768	0.000950005
13769	0.000978746
13770	0.001007445
13771	0.001036184
13772	0.001064882
13773	0.001093564
13774	0.001122204
13775	0.001150886
13776	0.001179524
13777	0.001208149
13778	0.001236759
13779	0.001265354
13780	0.001293935
13781	0.001322501
13782	0.001351053
13783	0.001379563
13784	0.001408747
13785	0.001439984
13786	0.001471205
13787	0.001502409
13788	0.001533598
13789	0.001564771
13790	0.001595928
13791	0.001627069
13792	0.001658164
13793	0.001689303
13794	0.001720398
13795	0.001751475
13796	0.001782536
13797	0.001813582
13798	0.001844612
13799	0.001875626
13800	0.001906624
13801	0.001937719
13802	0.001968801
13803	0.001999871
13804	0.002032021
13805	0.002067887
13806	0.002103738
13807	0.002139575
13808	0.0021754
13809	0.002211208
13810	0.002247003
13811	0.002282785
13812	0.002318552
13813	0.002354305
13814	0.002390008
13815	0.002425768
13816	0.002461478
13817	0.002497176
13818	0.002532859
13819	0.002568528
13820	0.002604181
13821	0.002639821
13822	0.002675449
13823	0.002711059
13824	0.002754889
13825	0.002827596
13826	0.002900277
13827	0.002972926
13828	0.003045549
13829	0.003118141
13830	0.003190706
13831	0.003264538
13832	0.0033384
13833	0.003412291
13834	0.003486212
13835	0.003560162
13836	0.003634214
13837	0.00370815
13838	0.00378219
13839	0.003856258
13840	0.003930357
13841	0.004004485
13842	0.004078641
13843	0.004152828
13844	0.004238255
13845	0.004364584
13846	0.004490717
13847	0.004617023
13848	0.00474338
13849	0.004869788
13850	0.004996245
13851	0.005123172
13852	0.00525017
13853	0.00537724
13854	0.005504382
13855	0.005631595
13856	0.00575888
13857	0.005886234
13858	0.006013785
13859	0.006141159
13860	0.006268729
13861	0.006395722
13862	0.006523013
13863	0.006650233
13864	0.006795818
13865	0.007009998
13866	0.007224265
13867	0.007438825
13868	0.007653052
13869	0.007867574
13870	0.008081972
13871	0.008296875
13872	0.008511653
13873	0.008726518
13874	0.008941256
13875	0.009156507
13876	0.009371835
13877	0.00958683
13878	0.009802124
13879	0.01001729
13880	0.01023318
13881	0.01044851
13882	0.01066415
13883	0.01087966
13884	0.01112652
13885	0.01149319
13886	0.0118593
13887	0.0122259
13888	0.0125923
13889	0.01295992
13890	0.0133266
13891	0.01369379
13892	0.01406077
13893	0.01442862
13894	0.01479625
13895	0.01516403
13896	0.01553195
13897	0.01589966
13898	0.01626859
13899	0.01663659
13900	0.0170051
13901	0.01737339
13902	0.01774291
13903	0.0181115
13904	0.01854534
13905	0.01923812
13906	0.01993049
13907	0.02062517
13908	0.02131809
13909	0.02201197
13910	0.02270544
13911	0.02340122
13912	0.02409524
13913	0.02479022
13914	0.02548479
13915	0.026181
13916	0.02687748
13917	0.02757289
13918	0.02826923
13919	0.0289652
13920	0.02966346
13921	0.03035996
13922	0.03105742
13923	0.03175448
13924	0.03261497
13925	0.03414748
13926	0.0356776
13927	0.03720983
13928	0.03874118
13929	0.04027762
13930	0.04181015
13931	0.04334483
13932	0.04487859
13933	0.04641597
13934	0.04795247
13935	0.04948957
13936	0.05102728
13937	0.0525656
13938	0.054106
13939	0.05564404
13940	0.0571842
13941	0.05872341
13942	0.06026627
13943	0.06180823
13944	0.06354808
13945	0.06613269
13946	0.06871832
13947	0.07130753
13948	0.07389271
13949	0.0764814
13950	0.07906861
13951	0.08166191
13952	0.08425374
13953	0.08684653
13954	0.08944033
13955	0.09203521
13956	0.09463111
13957	0.097228
13958	0.09982594
13959	0.1024249
13960	0.1050249
13961	0.1076259
13962	0.1102279
13963	0.1128284
13964	0.1157663
13965	0.120186
13966	0.1246075
13967	0.1290306
13968	0.1334556
13969	0.1378822
13970	0.1423107
13971	0.1467408
13972	0.1511684
13973	0.1556064
13974	0.1600419
13975	0.1644789
13976	0.1689179
13977	0.1733585
13978	0.1778009
13979	0.182245
13980	0.1866909
13981	0.1911385
13982	0.1955879
13983	0.200039
13984	0.204752
13985	0.2106698
13986	0.21659
13987	0.2225125
13988	0.2284374
13989	0.2343645
13990	0.240294
13991	0.2462259
13992	0.2521601
13993	0.2580966
13994	0.2640412
13995	0.2699765
13996	0.27592
13997	0.2818658
13998	0.287814
13999	0.2937644
14000	0.2997173
14001	0.3056425
14002	0.3115689
14003	0.3174965
14004	0.3232199
14005	0.3279611
14006	0.3327034
14007	0.3374466
14008	0.3421909
14009	0.3469359
14010	0.351682
14011	0.3564289
14012	0.3611769
14013	0.3659256
14014	0.3706755
14015	0.3754262
14016	0.3801825
14017	0.3849305
14018	0.3896839
14019	0.3944384
14020	0.3991939
14021	0.4039502
14022	0.4087075
14023	0.4134658
14024	0.4179338
14025	0.4209537
14026	0.4239681
14027	0.4269862
14028	0.430005
14029	0.4330242
14030	0.436044
14031	0.4390644
14032	0.4420855
14033	0.4451071
14034	0.4481322
14035	0.4511521
14036	0.4541756
14037	0.4571996
14038	0.4602271
14039	0.4632492
14040	0.4662751
14041	0.4692985
14042	0.4723284
14043	0.4753559
14044	0.4780594
14045	0.4790849
14046	0.4801106
14047	0.4811375
14048	0.4821626
14049	0.4831889
14050	0.4842144
14051	0.4852421
14052	0.4862689
14053	0.4872961
14054	0.4883234
14055	0.4893509
14056	0.4903795
14057	0.4914065
14058	0.4924344
14059	0.4934617
14060	0.4944922
14061	0.4955199
14062	0.4965487
14063	0.4975768
14064	0.498477
14065	0.4986759
14066	0.498874
14067	0.4990727
14068	0.499271
14069	0.4994698
14070	0.4996684
14071	0.4999078
14072	0.5001473
14073	0.5003871
14074	0.500627
14075	0.5008667
14076	0.5011064
14077	0.5013461
14078	0.5015864
14079	0.5018263
14080	0.5020664
14081	0.5022653
14082	0.5024648
14083	0.5026639
14084	0.5028313
14085	0.50282
14086	0.5028089
14087	0.5027977
14088	0.5027866
14089	0.5027755
14090	0.5027642
14091	0.5027529
14092	0.5027416
14093	0.5027304
14094	0.5027192
14095	0.5027079
14096	0.5026966
14097	0.5026854
14098	0.5026742
14099	0.5026628
14100	0.5026514
14101	0.5026401
14102	0.5026288
